Ubicazione;TipoVia;DescrizioneVia;Civico;CodiceVia;ZD;forma_commercio;forma_commercio_prev;forma_vendita;settore_storico_pe;superficie_somministrazione;tipo_eser_storico_pe
"VIA VIGEVANO N. 45 ; isolato:051; accesso: accesso esterno; (z.d. 6)";VIA ;VIGEVANO;45;5116;6;;somministrazione;al banco;"BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.;Bar pasticc.gelat.crem.creper.";25;bar caffè
"VIA SANTA MARIA SEGRETA N. 6 ;via santa maria segreta 006; isolato:409; accesso: accesso esterno; (z.d. 1)";VIA ;SANTA MARIA SEGRETA;6;624;1;somministrazione/minuto;minuto;al banco;"Genere Merceol.Autorizz.Sanit.;Bar gastronomici e simili;BAR CAFFÈ;Tavola fredda;BAR CAFFÈ E SIMILI;Giochi Legge 388/2000";54;bar caffè
"LGO LA FOPPA N. 5 ; isolato:004; accesso: accesso esterno; (z.d. 1)";LGO ;LA FOPPA;5;1033;1;solo somministrazione;somministrazione;misto;"Ristorante;Genere Merceol.Autorizz.Sanit.;Ristorante, trattoria, osteria";32;ristorante
"VIA SAVONA N. 86 ; isolato:165; accesso: accesso esterno; (z.d. 6)";VIA ;SAVONA;86;5122;6;solo somministrazione;somministrazione;al banco;"BAR CAFFÈ;Cibi cotti preconfezionati;BAR CAFFÈ E SIMILI;Tavola fredda;Genere Merceol.Autorizz.Sanit.;Bar gastronomici e simili";35;bar caffè
"VIA SOLFERINO N. 12 ; isolato:247; accesso: accesso esterno; (z.d. 1)";VIA ;SOLFERINO;12;1028;1;somministrazione/minuto;somministrazione;al tavolo;"Pizzeria;Ristorante, trattoria, osteria;Trattoria;BAR CAFFÈ";48;trattoria
"VIA CERVA N. 1 angolo l.go augusto (udi);via cerva 001; isolato:318; accesso: accesso esterno; (z.d. 1)";VIA ;CERVA;1;314;1;somministrazione/minuto;somministrazione;al banco;"Bar gastronomici e simili;BAR CAFFÈ E SIMILI;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ;Tavola fredda";21;bar caffè
"VIA ARIBERTO DA INTIMIANO N. 31 ; isolato:224; accesso: accesso esterno; (z.d. 1)";VIA ;ARIBERTO DA INTIMIANO;31;5092;1;solo somministrazione;somministrazione;al tavolo;"Genere Merceol.Autorizz.Sanit.;Trattoria;Ristorante, trattoria, osteria";85;trattoria
"VIA PESTALOZZI GIOVANNI ENRICO N. 2 ; isolato:004; accesso: accesso esterno; (z.d. 6)";VIA ;PESTALOZZI GIOVANNI ENRICO;2;5294;6;solo somministrazione;somministrazione;misto;"Genere Merceol.Autorizz.Sanit.;Bar gastronomici e simili;Tavola fredda;BAR CAFFÈ E SIMILI;Spaccio bevande analcoliche";35;spaccio bevande analcoliche
"VIA BELINZAGHI GIULIO N. 11 ; isolato:157; accesso: accesso esterno; (z.d. 9)";VIA ;BELINZAGHI GIULIO;11;1318;9;solo somministrazione;somministrazione;al banco;"BAR CAFFÈ E SIMILI;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ";20;bar caffè
"VIA BARDELLI GIUSEPPE N. 11 ; isolato:076; accesso: accesso esterno; (z.d. 3)";VIA ;BARDELLI GIUSEPPE;11;2578;3;somministrazione/minuto;somministrazione;al banco;"Spaccio bevande analcoliche;Genere Merceol.Autorizz.Sanit.";30;spaccio bevande analcoliche
"VLE SABOTINO N. 2 ; isolato:171; accesso: accesso esterno; (z.d. 5)";VLE ;SABOTINO;2;4046;5;;somministrazione;al banco;"Prodotti di gastronomia;BAR CAFFÈ E SIMILI;Bar gastronomici e simili;BAR CAFFÈ;Tavola fredda;Genere Merceol.Autorizz.Sanit.";52;bar caffè
"VIA DONIZETTI GAETANO N. 8 ; isolato:031; accesso: accesso esterno; (z.d. 1)";VIA ;DONIZETTI GAETANO;8;3030;1;solo somministrazione;somministrazione;misto;"Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ;Prodotti di gastronomia;Licenza giochi leciti/elettr..;Tavola fredda";38;bar caffè
"CSO CONCORDIA N. 12 ; isolato:003; accesso: accesso esterno; (z.d. 4)";CSO ;CONCORDIA;12;3116;4;solo somministrazione;somministrazione;misto;"Genere Merceol.Autorizz.Sanit.;Bar gastronomici e simili;BAR CAFFÈ;Prodotti di gastronomia;Tavola fredda;BAR CAFFÈ E SIMILI";37;bar caffè
"VLE ZARA N. 118 ; isolato:086; accesso: accesso esterno; (z.d. 2)";VLE ;ZARA;118;1170;2;solo somministrazione;somministrazione;al banco;"Wine,birr.,pub enot.,caff.,the;Genere Merceol.Autorizz.Sanit.";59;bar caffè
"VLE MONZA N. 82 ; isolato:310; accesso: accesso esterno; (z.d. 2)";VLE ;MONZA;82;2274;2;solo somministrazione;somministrazione;misto;"Ristorante, trattoria, osteria;Pizzerie e simili;Pizzeria;Genere Merceol.Autorizz.Sanit.;Trattoria";125;trattoria
"VIA PISACANE CARLO N. 57 ; isolato:149; accesso: accesso esterno; (z.d. 3)";VIA ;PISACANE CARLO;57;2188;3;solo somministrazione;somministrazione;al banco;"BAR CAFFÈ;Bar gastronomici e simili;Ristorante, trattoria, osteria;BAR CAFFÈ E SIMILI;Tavola fredda;Genere Merceol.Autorizz.Sanit.;Tavola calda";114;bar caffè
"VIA RAVIZZA CARLO N. 1 ; isolato:212; accesso: accesso esterno; (z.d. 7)";VIA ;RAVIZZA CARLO;1;6285;7;;somministrazione;al banco;"Genere Merceol.Autorizz.Sanit.;Pizzerie e simili;Bar gastronomici e simili;Wine,birr.,pub enot.,caff.,the;Ristorante;Ristorante, trattoria, osteria;Pizzeria;BAR CAFFÈ E SIMILI";130;trattoria
"CSO GARIBALDI GIUSEPPE N. 75 ; isolato:081; accesso: accesso esterno; (z.d. 1)";CSO ;GARIBALDI GIUSEPPE;75;1010;1;solo somministrazione;somministrazione;al tavolo;"Trattoria;Genere Merceol.Autorizz.Sanit.";76;trattoria
"VIA SFORZA ASCANIO N. 11 ; isolato:094; accesso: accesso esterno; (z.d. 5)";VIA ;SFORZA ASCANIO;11;5201;5;solo somministrazione;somministrazione;misto;"BAR CAFFÈ E SIMILI;Disco-piano-americ.bar serali;Bar gastronomici e simili";138;bar caffè
"GLL DEL CORSO N. 4 (ingresso da piazza beccaria);gll del corso 004; isolato:360; accesso: accesso esterno; (z.d. 1)";GLL ;DEL CORSO;4;305;1;solo somministrazione;somministrazione;misto;"BAR CAFFÈ;Bar pasticc.gelat.crem.creper.;Tavola fredda;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ E SIMILI;Gelateria;Bar gastronomici e simili;Wine,birr.,pub enot.,caff.,the";49;bar caffè
"VIA DELL' ORSO N. 3 ;via dell' orso 003; isolato:311; accesso: accesso esterno; (z.d. 1)";VIA ;DELL' ORSO;3;123;1;somministrazione/minuto;somministrazione;al banco;"Bar gastronomici e simili;Tavola fredda;Prodotti di gastronomia;BAR CAFFÈ";45;bar caffè
"VIA VAL DI SOLE N. 22 ; isolato:166; accesso: accesso esterno; (z.d. 5)";VIA ;VAL DI SOLE;22;4295;5;solo somministrazione;somministrazione;al banco;"Genere Merceol.Autorizz.Sanit.;Gelateria;Bar pasticc.gelat.crem.creper.;Spaccio bevande analcoliche";27;gelateria
"VIA SANZIO RAFFAELLO N. 12 ; isolato:191; accesso: accesso esterno; (z.d. 7)";VIA ;SANZIO RAFFAELLO;12;6283;7;solo somministrazione;somministrazione;al banco;"Genere Merceol.Autorizz.Sanit.;Ristorante, trattoria, osteria;Prodotti di gastronomia;Gelateria";60;bar caffè
"VIA DEL TORCHIO N. 8 ;via del torchio 008; isolato:336; accesso: accesso esterno; (z.d. 1)";VIA ;DEL TORCHIO;8;556;1;solo somministrazione;somministrazione;al banco;"BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.;Bar gastronomici e simili;Tavola fredda;Cibi cotti preconfezionati";75;bar caffè
"VIA FOSCOLO UGO N. 3 ;via foscolo ugo 003; isolato:471; accesso: accesso esterno; (z.d. 1)";VIA ;FOSCOLO UGO;3;205;1;solo somministrazione;somministrazione;al banco;"BAR CAFFÈ;Tavola fredda;Bar pasticc.gelat.crem.creper.;BAR CAFFÈ E SIMILI;Prodotti di gastronomia;Gelateria";107;bar caffè
"VIA FILZI FABIO N. 14 ; isolato:309; accesso: accesso esterno; (z.d. 2)";VIA ;FILZI FABIO;14;1190;2;solo somministrazione;somministrazione;al banco;"Bar gastronomici e simili;BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.;Cibi cotti preconfezionati";109;bar caffè
"VLE MONTE GRAPPA N. 18 ; isolato:324; accesso: accesso esterno; (z.d. 9)";VLE ;MONTE GRAPPA;18;1101;9;;somministrazione;al banco;"Wine,birr.,pub enot.,caff.,the;BAR CAFFÈ;Disco-piano-americ.bar serali;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ E SIMILI";47;bar caffè
"PZA DEL CARMINE N. 1 ;pza del carmine 001; isolato:307; accesso: accesso esterno; (z.d. 1)";PZA ;DEL CARMINE;1;129;1;solo somministrazione;somministrazione;al tavolo;"Pizzerie e simili;Pizzeria;Genere Merceol.Autorizz.Sanit.;Ristorante";70;ristorante
"VIA BOTTA CARLO N. 4 ; isolato:164; accesso: accesso esterno; (z.d. 4)";VIA ;BOTTA CARLO;4;4069;4;solo somministrazione;somministrazione;self service;"Genere Merceol.Autorizz.Sanit.;Ristorante;Tav.calde,self service,fast f.;BAR CAFFÈ;Ristorante, trattoria, osteria";178;ristorante
"PLE GIOVANNI DALLE BANDE NERE N. 9 ; isolato:211; accesso: accesso esterno; (z.d. 6)";PLE ;GIOVANNI DALLE BANDE NERE;9;6614;6;solo somministrazione;somministrazione;al banco;"BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ E SIMILI;Tavola fredda;Bar gastronomici e simili";39;bar caffè
"VIA PEPE GUGLIELMO N. 38 ; isolato:258; accesso: accesso esterno; (z.d. 9)";VIA ;PEPE GUGLIELMO;38;1126;9;solo somministrazione;somministrazione;al tavolo;"Genere Merceol.Autorizz.Sanit.;Ristorante;Pizzeria";74;pizzeria
"VLE BRIANZA N. 30 ; isolato:340; accesso: accesso esterno; (z.d. 2)";VLE ;BRIANZA;30;2263;2;solo somministrazione;somministrazione;al tavolo;"Trattoria;Genere Merceol.Autorizz.Sanit.;Pizzeria";109;trattoria
"VIA SISMONDI GIANCARLO N. 1 angolo viale campania; isolato:230; accesso: accesso esterno; (z.d. 4)";VIA ;SISMONDI GIANCARLO;1;3256;4;solo somministrazione;somministrazione;al banco;"Bar gastronomici e simili;Gelateria;Genere Merceol.Autorizz.Sanit.;Spaccio bevande analcoliche";59;gelateria
"VLE FORLANINI ENRICO num.050/8 /8; isolato:044; accesso: accesso esterno; (z.d. 4)";;;;;;solo somministrazione;somministrazione;al banco;"Genere Merceol.Autorizz.Sanit.;Bar pasticc.gelat.crem.creper.;Gelateria;BAR CAFFÈ";44;gelateria
"VIA DELLA COMMENDA N. 25 ; isolato:114; accesso: accesso esterno; (z.d. 1)";VIA ;DELLA COMMENDA;25;3146;1;somministrazione/minuto;minuto;al banco;Bar pasticc.gelat.crem.creper.;17;gelateria
"VIA NIRONE N. 5 ;via nirone 005; isolato:342; accesso: accesso esterno; (z.d. 1)";VIA ;NIRONE;5;640;1;somministrazione/minuto;somministrazione;al banco;"Tavola fredda;BAR CAFFÈ;Gelateria;Bar gastronomici e simili";82;bar caffè
"VIA FARA GUSTAVO N. 14 ; isolato:307; accesso: accesso esterno; (z.d. 2)";VIA ;FARA GUSTAVO;14;1183;2;solo somministrazione;somministrazione;al tavolo;"Ristorante;Ristorante, trattoria, osteria";150;trattoria
"VIA BASSI UGO N. 18 con ingr.su v.porro lamberten.; isolato:262; accesso: accesso esterno; (z.d. 9)";VIA ;BASSI UGO;18;1143;9;solo somministrazione;somministrazione;misto;"Pizzeria;BAR CAFFÈ;Ristorante, trattoria, osteria;Cibi cotti;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ E SIMILI";53;pizzeria
"VIA BORSIERI PIETRO N. 5 ; isolato:274; accesso: accesso esterno; (z.d. 9)";VIA ;BORSIERI PIETRO;5;1128;9;solo somministrazione;somministrazione;misto;"Ristorante;Genere Merceol.Autorizz.Sanit.";120;ristorante
"VIA BROLETTO N. 41 ;via broletto 041; isolato:368; accesso: accesso esterno; (z.d. 1)";VIA ;BROLETTO;41;720;1;solo somministrazione;somministrazione;al banco;"Genere Merceol.Autorizz.Sanit.;Tavola fredda;BAR CAFFÈ;Cibi cotti preconfezionati";113;bar caffè
"VLE CERTOSA N. 190 ; isolato:190; accesso: accesso esterno; (z.d. 8)";VLE ;CERTOSA;190;7174;8;solo somministrazione;somministrazione;misto;"BAR CAFFÈ;Tavola calda;Genere Merceol.Autorizz.Sanit.;Pizzeria;Giochi Legge 388/2000";116;pizzeria
"VIA CESARI ANTONIO N. 19 ; isolato:064; accesso: accesso esterno; (z.d. 9)";VIA ;CESARI ANTONIO;19;1603;9;solo somministrazione;somministrazione;misto;Genere Merceol.Autorizz.Sanit.;159;ristorante
"PTA GIORDANO UMBERTO N. 1 ;pta giordano umberto 001; isolato:264; accesso: accesso esterno; (z.d. 1)";PTA ;GIORDANO UMBERTO;1;345;1;solo somministrazione;somministrazione;self service;"Pizzerie e simili;Ristorante;Tavola calda;Genere Merceol.Autorizz.Sanit.;Bar pasticc.gelat.crem.creper.;Ristorante, trattoria, osteria;Tav.calde,self service,fast f.";655;ristorante
"VIA MANTOVA N. 10 ; isolato:197; accesso: accesso esterno; (z.d. 5)";VIA ;MANTOVA;10;4217;5;solo somministrazione;somministrazione;al tavolo;"Trattoria;Ristorante, trattoria, osteria;Genere Merceol.Autorizz.Sanit.";60;trattoria
"VIA PONTI ANDREA N. 1 ; isolato:006; accesso: accesso esterno; (z.d. 6)";VIA ;PONTI ANDREA;1;5293;6;solo somministrazione;somministrazione;misto;"Trattoria;Pizzerie e simili;Ristorante, trattoria, osteria;BAR CAFFÈ;BAR CAFFÈ E SIMILI;Pizzeria";147;trattoria
"VIA SARPI FRA' PAOLO N. 50 ; isolato:071; accesso: accesso esterno; (z.d. 8)";VIA ;SARPI FRA' PAOLO;50;7210;8;solo somministrazione;somministrazione;al banco;"Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ;Tavola fredda;Prodotti di gastronomia";35;bar caffè
"VIA SFORZA FRANCESCO N. 1 ;via sforza francesco 001; isolato:199; accesso: accesso esterno; (z.d. 1)";VIA ;SFORZA FRANCESCO;1;330;1;solo somministrazione;somministrazione;al banco;"Prodotti di gastronomia;BAR CAFFÈ E SIMILI;BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.;Tavola fredda";38;bar caffè
"VIA THAON DI REVEL GENOVA N. 9 ; isolato:211; accesso: accesso esterno; (z.d. 9)";VIA ;THAON DI REVEL GENOVA;9;1172;9;;somministrazione;al tavolo;"Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ E SIMILI;Ristorante;Ristorante, trattoria, osteria";114;ristorante
"VIA VALLISNERI ANTONIO N. 2 ; isolato:079; accesso: accesso esterno; (z.d. 3)";VIA ;VALLISNERI ANTONIO;2;2582;3;solo somministrazione;somministrazione;al banco;"Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ;BAR CAFFÈ E SIMILI;Ristorante;Ristorante, trattoria, osteria";132;ristorante
"PZA SANTA MARIA DEL SUFFRAGIO N. 8 ; isolato:044; accesso: accesso esterno; (z.d. 4)";PZA ;SANTA MARIA DEL SUFFRAGIO;8;3078;4;solo somministrazione;somministrazione;al banco;"Cibi cotti preconfezionati;BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.;Bar gastronomici e simili;Tavola fredda";73;bar caffè
"CSO MONFORTE N. 25 ;cso monforte 025; isolato:098; accesso: accesso esterno; (z.d. 1)";CSO ;MONFORTE;25;348;1;solo somministrazione;somministrazione;al banco;"Bar gastronomici e simili;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ;Ristorante";98;bar caffè
"VIA F.LLI INDUNO N. 17 ; isolato:032; accesso: accesso esterno; (z.d. 8)";VIA ;F.LLI INDUNO;17;7217;8;solo somministrazione;somministrazione;al banco;"Bar pasticc.gelat.crem.creper.;Bar gastronomici e simili;Prodotti di gastronomia;BAR CAFFÈ;Tavola fredda;BAR CAFFÈ E SIMILI";43;bar caffè
"VIA AMORETTI CARLO num.008/a /a; isolato:045; accesso: accesso esterno; (z.d. 8)";;;;;;solo somministrazione;somministrazione;misto;"BAR CAFFÈ;BAR CAFFÈ E SIMILI;Genere Merceol.Autorizz.Sanit.;Tavola fredda;Licenza giochi leciti/elettr..";24;bar caffè
"VIA CERVA N. 9 int.cen.vend.generi abbigliam.;via durini 014; isolato:318; accesso: accesso interno; (z.d. 1)";VIA ;CERVA;9;314;1;solo somministrazione;somministrazione;misto;"Tavola fredda;BAR CAFFÈ";84;bar caffè
"PZA SANT' AGOSTINO N. 2 ; isolato:224; accesso: accesso esterno; (z.d. 1)";PZA ;SANT' AGOSTINO;2;5091;1;solo somministrazione;somministrazione;al banco;"BAR CAFFÈ;Prodotti di gastronomia;Bar gastronomici e simili;Genere Merceol.Autorizz.Sanit.";40;bar caffè
"VIA TABACCHI ODOARDO N. 11 ; isolato:114; accesso: accesso esterno; (z.d. 5)";VIA ;TABACCHI ODOARDO;11;5223;5;solo somministrazione;somministrazione;al tavolo;"Ristorante, trattoria, osteria;Genere Merceol.Autorizz.Sanit.;Ristorante;Pizzeria";206;ristorante
"VLE MONZA N. 32 ; isolato:347; accesso: accesso esterno; (z.d. 2)";VLE ;MONZA;32;2274;2;somministrazione/minuto;minuto;misto;"BAR CAFFÈ E SIMILI;Bar gastronomici e simili;BAR CAFFÈ;Prodotti di gastronomia;Tavola fredda;Bar pasticc.gelat.crem.creper.";89;bar caffè
"VIA CORTI ALFONSO N. 7 ; isolato:079; accesso: accesso esterno; (z.d. 3)";VIA ;CORTI ALFONSO;7;2678;3;somministrazione/minuto;somministrazione;misto;"Cibi cotti;BAR CAFFÈ E SIMILI;Ristorante, trattoria, osteria;BAR CAFFÈ";24;bar caffè
"VIA BATTISTI CESARE N. 15 ; isolato:196; accesso: accesso esterno; (z.d. 1)";VIA ;BATTISTI CESARE;15;3019;1;somministrazione/minuto;somministrazione;misto;"BAR CAFFÈ E SIMILI;Ristorante, trattoria, osteria;Tavola calda;BAR CAFFÈ";109;bar caffè
"VIA LORENTEGGIO num.271 (ex dazio); isolato:502; accesso: accesso esterno; (z.d. 6)";;;;;;;somministrazione;al banco;"Ristorante, trattoria, osteria;Pizzerie e simili;BAR CAFFÈ E SIMILI";35;ristorante
"VLE PIAVE N. 38 ; isolato:151; accesso: accesso esterno; (z.d. 3)";VLE ;PIAVE;38;2179;3;solo somministrazione;somministrazione;al tavolo;"BAR CAFFÈ;Pizzeria;Genere Merceol.Autorizz.Sanit.;Ristorante";88;ristorante
"VIA POLIZIANO N. 16 ; isolato:051; accesso: accesso esterno; (z.d. 8)";VIA ;POLIZIANO;16;7196;8;solo somministrazione;somministrazione;al banco;"Carte;BAR CAFFÈ E SIMILI;Tavola fredda;BAR CAFFÈ;Giochi Legge 388/2000;Prodotti di gastronomia";45;bar caffè
"PZA SAN MARCO N. 1 ; isolato:299; accesso: accesso interno; (z.d. 1)";PZA ;SAN MARCO;1;1040;1;;somministrazione;al banco;BAR CAFFÈ E SIMILI;32;bar caffè
"ALZ NAVIGLIO GRANDE N. 36 ; isolato:051; accesso: accesso esterno; (z.d. 6)";ALZ ;NAVIGLIO GRANDE;36;5144;6;solo somministrazione;somministrazione;al tavolo;"Genere Merceol.Autorizz.Sanit.;Ristorante;Ristorante, trattoria, osteria";95;ristorante
"VIA LOMAZZO PAOLO N. 6 ; accesso: accesso esterno; (z.d. 8)";VIA ;LOMAZZO PAOLO;6;7079;8;solo somministrazione;somministrazione;al banco;"BAR CAFFÈ;Tav.calde,self service,fast f.;Genere Merceol.Autorizz.Sanit.;Ristorante";207;ristorante
"RIP DI PTA TICINESE N. 53 ; isolato:072; accesso: accesso esterno; (z.d. 5)";RIP ;DI PTA TICINESE;53;5150;6;solo somministrazione;somministrazione;al banco;Genere Merceol.Autorizz.Sanit.;54;gelateria
"VLE TIBALDI N. 17 ; isolato:162; accesso: accesso esterno; (z.d. 5)";VLE ;TIBALDI;17;5234;5;;somministrazione;al banco;"Genere Merceol.Autorizz.Sanit.;Gelateria;Bar pasticc.gelat.crem.creper.;Spaccio bevande analcoliche";16;gelateria
"VIA TORRICELLI EVANGELISTA N. 1 ; isolato:127; accesso: accesso esterno; (z.d. 5)";VIA ;TORRICELLI EVANGELISTA;1;5240;5;solo somministrazione;somministrazione;misto;"Bar gastronomici e simili;BAR CAFFÈ;Bar pasticc.gelat.crem.creper.;Genere Merceol.Autorizz.Sanit.;Pizzeria;BAR CAFFÈ E SIMILI;Ristorante, trattoria, osteria";153;bar caffè
"VIA BORSIERI PIETRO N. 24 ; isolato:277; accesso: accesso esterno; (z.d. 9)";VIA ;BORSIERI PIETRO;24;1128;9;solo somministrazione;somministrazione;al banco;"Tavola calda;Ristorante, trattoria, osteria;BAR CAFFÈ E SIMILI;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ;Giochi Legge 388/2000;Tavola fredda";82;bar caffè
VIA CASATI FELICE N. 22 (z.d. 3);VIA ;CASATI FELICE;22;2122;3;;;;"Pizzeria;BAR CAFFÈ;Tavola calda;Genere Merceol.Autorizz.Sanit.";80;
"VIA DE AMICIS EDMONDO N. 1 ;via de amicis edmondo 001; isolato:215; accesso: accesso esterno; (z.d. 1)";VIA ;DE AMICIS EDMONDO;1;574;1;solo somministrazione;somministrazione;misto;"Bar gastronomici e simili;BAR CAFFÈ;Elettr.Automatici Meccaniche;Tavola fredda";50;bar caffè
"CSO MAGENTA num.059/61 /61con2øingr.inv.a.de togni6/8; isolato:227; accesso: accesso esterno; (z.d. 1)";;;;;;solo somministrazione;somministrazione;self service;"Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ;Ristorante";546;ristorante
"PLE SUSA N. 7 angolo via sidoli; isolato:185; accesso: accesso esterno; (z.d. 3)";PLE ;SUSA;7;3101;3;solo somministrazione;somministrazione;al banco;"BAR CAFFÈ;Bar gastronomici e simili;Tavola fredda;Cibi cotti preconfezionati;Genere Merceol.Autorizz.Sanit.";91;bar caffè
"VIA PONZIO GIUSEPPE N. 81 ; isolato:074; accesso: accesso esterno; (z.d. 3)";VIA ;PONZIO GIUSEPPE;81;2585;3;solo somministrazione;somministrazione;misto;"BAR CAFFÈ;BAR CAFFÈ E SIMILI;Genere Merceol.Autorizz.Sanit.;Prodotti di gastronomia;Bar gastronomici e simili";66;bar caffè
"VLE DORIA ANDREA N. 50 ; isolato:007; accesso: accesso esterno; (z.d. 3)";VLE ;DORIA ANDREA;50;2230;3;solo somministrazione;somministrazione;self service;"Tav.calde,self service,fast f.;BAR CAFFÈ E SIMILI;BAR CAFFÈ;Cibi cotti preconfezionati";242;bar caffè
"VIA MERZARIO GIUSEPPE N. 7 ; isolato:039; accesso: accesso esterno; (z.d. 3)";VIA ;MERZARIO GIUSEPPE;7;2570;3;solo somministrazione;somministrazione;al tavolo;"Pizzeria;Trattoria";70;trattoria
"ALZ NAVIGLIO PAVESE N. 34 ; isolato:079; accesso: accesso esterno; (z.d. 6)";ALZ ;NAVIGLIO PAVESE;34;5161;6;;somministrazione;al banco;"Tavola fredda;Cibi cotti preconfezionati;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ";65;bar caffè
"VIA SAN CARPOFORO N. 4 ;via san carpoforo 004; isolato:306; accesso: accesso esterno; (z.d. 1)";VIA ;SAN CARPOFORO;4;132;1;solo somministrazione;somministrazione;al banco;"BAR CAFFÈ;Tavola fredda;Gelateria;Bar gastronomici e simili;Genere Merceol.Autorizz.Sanit.;Wine,birr.,pub enot.,caff.,the";56;bar caffè
"VIA SENATO N. 5 ;via senato 005; isolato:189; accesso: accesso interno; (z.d. 1)";VIA ;SENATO;5;236;1;solo somministrazione;somministrazione;al tavolo;"BAR CAFFÈ E SIMILI;BAR CAFFÈ;Ristorante;Ristorante, trattoria, osteria;Genere Merceol.Autorizz.Sanit.";185;ristorante
"VIA TOFANE N. 5 ; isolato:175; accesso: accesso esterno; (z.d. 2)";VIA ;TOFANE;5;1414;2;;somministrazione;al tavolo;Ristorante;118;ristorante
"VIA WATT GIACOMO N. 18 ; isolato:004; accesso: accesso esterno; (z.d. 6)";VIA ;WATT GIACOMO;18;5292;6;solo somministrazione;somministrazione;misto;"Bar gastronomici e simili;Prodotti di gastronomia;Seconda bottiglia;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ";90;bar caffè
"VIA ASELLI GASPARE N. 7 ; isolato:194; accesso: accesso esterno; (z.d. 3)";VIA ;ASELLI GASPARE;7;3167;3;solo somministrazione;somministrazione;misto;"Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ E SIMILI;Wine,birr.,pub enot.,caff.,the;Gelateria;BAR CAFFÈ";151;bar caffè
"VIA BROGGI GIUSEPPE N. 5 ; isolato:080; accesso: accesso esterno; (z.d. 3)";VIA ;BROGGI GIUSEPPE;5;2150;3;solo somministrazione;somministrazione;misto;"Genere Merceol.Autorizz.Sanit.;Ristorante;Pizzeria;BAR CAFFÈ E SIMILI;BAR CAFFÈ;Pizzerie e simili;Ristorante, trattoria, osteria";105;ristorante
"PAS DUOMO N. 2 ;pas duomo 002; isolato:436; accesso: accesso esterno; (z.d. 1)";PAS ;DUOMO;2;102;1;solo somministrazione;somministrazione;al banco;"Genere Merceol.Autorizz.Sanit.;Gelateria;Bar pasticc.gelat.crem.creper.";32;gelateria
"VIA MARCELLO BENEDETTO N. 32 ; isolato:043; accesso: accesso esterno; (z.d. 3)";VIA ;MARCELLO BENEDETTO;32;2128;3;solo somministrazione;somministrazione;al banco;"Tavola fredda;Genere Merceol.Autorizz.Sanit.;Bar gastronomici e simili;BAR CAFFÈ";53;bar caffè
