Ubicazione;TipoVia;DescrizioneVia;Civico;CodiceVia;ZD;insegna;settore_merceologico;superficie_altri_usi;superficie_totale;superficie_vendita
"VIA DELLE FORZE ARMATE N. 326 ; isolato:140; accesso: accesso esterno; (z.d. 7)";VIA ;DELLE FORZE ARMATE;326;6643;7;;non alimentare;;33;33
"PZA MONTE FALTERONA N. 3 ; isolato:249; accesso: accesso esterno; (z.d. 7)";PZA ;MONTE FALTERONA;3;6558;7;fruttivendolo;alimentare;23;56;33
"VIA MODENA GUSTAVO N. 30 ; isolato:171; accesso: accesso esterno; (z.d. 3)";VIA ;MODENA GUSTAVO;30;3122;3;panetteria drogheria;alimentare;35;68;33
"VIA GRIGNA N. 35 ; isolato:302; accesso: accesso esterno; (z.d. 8)";VIA ;GRIGNA;35;7239;8;;alimentare;18;51;33
"VLE CORSICA N. 38 ; isolato:268; accesso: accesso esterno; (z.d. 4)";VLE ;CORSICA;38;3262;4;;"alimentare;non alimentare";20;53;33
"VIA GAMBOLOITA N. 1 ; isolato:055; accesso: accesso esterno; (z.d. 4)";VIA ;GAMBOLOITA;1;4160;4;gelateria artigianale;alimentare;32;65;33
"VIA CABELLA BARTOLOMEO num.004/a; isolato:149; accesso: accesso esterno; (z.d. 7)";;;;;;;alimentare;;65;33
"VIA BATTISTOTTI SASSI LUISA N. 24 ; isolato:245; accesso: accesso esterno; (z.d. 4)";VIA ;BATTISTOTTI SASSI LUISA;24;3273;4;;alimentare;14;47;33
"VLE CORSICA N. 72 ; isolato:271; accesso: accesso esterno; (z.d. 4)";VLE ;CORSICA;72;3262;4;;alimentare;;39;33
"VIA TRAU' N. 2 ; isolato:275; accesso: accesso esterno; (z.d. 9)";VIA ;TRAU';2;1154;9;;alimentare;35;68;33
"VIA PAOLI ALESSANDRO N. 2 ; isolato:286; accesso: accesso esterno; (z.d. 9)";VIA ;PAOLI ALESSANDRO;2;1178;9;;"alimentare;non alimentare";;33;33
"VIA DESENZANO N. 20 ; isolato:016; accesso: accesso esterno; (z.d. 7)";VIA ;DESENZANO;20;6610;7;;alimentare;;33;33
"VIA DEL PETTIROSSO N. 16 ; isolato:048; accesso: accesso esterno; (z.d. 6)";VIA ;DEL PETTIROSSO;16;6658;6;;alimentare;87;120;33
"PZA CANEVA CARLO N. 3 ; isolato:027; accesso: accesso esterno; (z.d. 8)";PZA ;CANEVA CARLO;3;7185;8;il re della pizza;alimentare;11;44;33
"VIA WASHINGTON GIORGIO N. 98 ; isolato:310; accesso: accesso esterno; (z.d. 6)";VIA ;WASHINGTON GIORGIO;98;6111;6;;alimentare;30;63;33
"VIA CARNIA N. 9 ; isolato:051; accesso: accesso esterno; (z.d. 3)";VIA ;CARNIA;9;2395;3;il fornaio;alimentare;60;93;33
"VIA SAN BERNARDO N. 42 ; isolato:199; accesso: accesso esterno; (z.d. 5)";VIA ;SAN BERNARDO;42;4351;5;rivendita pane salumeria;"alimentare;non alimentare";15;48;33
"VIA DEI PANIGAROLA N. 1 ; isolato:128; accesso: accesso esterno; (z.d. 4)";VIA ;DEI PANIGAROLA;1;4284;4;bar torrefazione pasticce;alimentare;12;45;33
"VIA BARI N. 2 ; isolato:041; accesso: accesso esterno; (z.d. 6)";VIA ;BARI;2;5218;6;panificio;alimentare;;81;33
"VIA BARDELLI GIUSEPPE N. 11 ; isolato:076; accesso: accesso esterno; (z.d. 3)";VIA ;BARDELLI GIUSEPPE;11;2578;3;pasticceria renato;"alimentare;non alimentare";20;53;33
"PZA BOTTINI ENRICO N. 4 ; isolato:084; accesso: accesso esterno; (z.d. 3)";PZA ;BOTTINI ENRICO;4;2572;3;;alimentare;;53;33
"VIA COMPAGNONI GIUSEPPE N. 18 ; isolato:242; accesso: accesso esterno; (z.d. 4)";VIA ;COMPAGNONI GIUSEPPE;18;3096;4;latteria;alimentare;;33;33
"VIA MANCINI LODOVICO N. 1 ; isolato:034; accesso: accesso esterno; (z.d. 4)";VIA ;MANCINI LODOVICO;1;3082;4;profumeria mazzolari;non alimentare;50;83;33
"VIA CANALETTO N. 1 ; isolato:192; accesso: accesso esterno; (z.d. 3)";VIA ;CANALETTO;1;3313;3;;non alimentare;15;48;33
"VLE BRENTA N. 7 ; isolato:048; accesso: accesso esterno; (z.d. 4)";VLE ;BRENTA;7;4151;4;;"non alimentare;tabella speciale monopolio";;33;33
"VIA PACINI GIOVANNI N. 56 ; isolato:076; accesso: accesso esterno; (z.d. 3)";VIA ;PACINI GIOVANNI;56;2571;3;;non alimentare;20;53;33
"VIA ORNATO LUIGI N. 39 ; isolato:064; accesso: accesso esterno; (z.d. 9)";VIA ;ORNATO LUIGI;39;1591;9;;non alimentare;30;63;33
"VIA MAMELI GOFFREDO N. 48 ; isolato:038; accesso: accesso esterno; (z.d. 4)";VIA ;MAMELI GOFFREDO;48;3088;4;;non alimentare;12;45;33
"CSO DI PORTA ROMANA N. 74 ;cso di porta romana 074; isolato:205; accesso: accesso esterno; (z.d. 1)";CSO ;DI PORTA ROMANA;74;402;1;;non alimentare;42;75;33
"VIA CENISIO N. 36 ; isolato:017; accesso: accesso esterno; (z.d. 8)";VIA ;CENISIO;36;7184;8;ottica adami;non alimentare;27;60;33
"VIA LORENTEGGIO N. 47 ; isolato:147; accesso: accesso esterno; (z.d. 6)";VIA ;LORENTEGGIO;47;5132;6;;non alimentare;20;53;33
"PLE DATEO N. 3 ; isolato:179; accesso: accesso esterno; (z.d. 3)";PLE ;DATEO;3;3119;3;;non alimentare;12;45;33
"VIA WASHINGTON GIORGIO N. 92 ; isolato:308; accesso: accesso esterno; (z.d. 6)";VIA ;WASHINGTON GIORGIO;92;6111;6;;tabella speciale farmacie;70;103;33
"VIA PISTRUCCI SCIPIONE N. 3 ; isolato:079; accesso: accesso esterno; (z.d. 4)";VIA ;PISTRUCCI SCIPIONE;3;3215;4;;non alimentare;19;52;33
"PLE DI PORTA LODOVICA N. 2 ; isolato:087; accesso: accesso esterno; (z.d. 5)";PLE ;DI PORTA LODOVICA;2;4039;5;;"non alimentare;tabella speciale farmacie";50;83;33
"VIA INGANNI ANGELO N. 81 ; isolato:054; accesso: accesso esterno; (z.d. 6)";VIA ;INGANNI ANGELO;81;6672;6;farmacia inganni;tabella speciale farmacie;38;71;33
"VIA AMORETTI CARLO N. 6 ; isolato:045; accesso: accesso esterno; (z.d. 8)";VIA ;AMORETTI CARLO;6;7340;8;;non alimentare;7;40;33
"VIA BIXIO NINO N. 34 ; isolato:157; accesso: accesso esterno; (z.d. 3)";VIA ;BIXIO NINO;34;3133;3;cartoleria;non alimentare;2;35;33
"PLE ISTRIA N. 4 ; isolato:032; accesso: accesso esterno; (z.d. 2)";PLE ;ISTRIA;4;1347;2;ricambi elettrodomestici;non alimentare;39;72;33
"VIA DEI CINQUECENTO N. 4 ; isolato:128; accesso: accesso esterno; (z.d. 4)";VIA ;DEI CINQUECENTO;4;4283;4;;alimentare;25;58;33
"VIA BATTISTOTTI SASSI LUISA N. 2 ; isolato:255; accesso: accesso esterno; (z.d. 4)";VIA ;BATTISTOTTI SASSI LUISA;2;3273;4;;non alimentare;;33;33
"VIA SOPERGA N. 20 ; isolato:002; accesso: accesso interno; (z.d. 2)";VIA ;SOPERGA;20;2262;2;;non alimentare;7;40;33
"VIA URBINO num.027/int; isolato:014; accesso: accesso esterno; (z.d. 9)";VIA ;URBINO;;1638;9;;non alimentare;;33;33
"VIA MOLINO DELLE ARMI N. 3 ;via molino delle armi 003; isolato:210; accesso: accesso esterno; (z.d. 1)";VIA ;MOLINO DELLE ARMI;3;591;1;;non alimentare;5;38;33
"VIA KANT EMANUELE N. 6 ; isolato:061; accesso: accesso interno; (z.d. 8)";VIA ;KANT EMANUELE;6;7477;8;;tabella speciale farmacie;35;68;33
"VIA COMPAGNONI GIUSEPPE N. 10 ; isolato:242; accesso: accesso esterno; (z.d. 4)";VIA ;COMPAGNONI GIUSEPPE;10;3096;4;;alimentare;60;93;33
"VIA GULLI TOMMASO N. 54 ; isolato:191; accesso: accesso esterno; (z.d. 7)";VIA ;GULLI TOMMASO;54;6634;7;;non alimentare;;33;33
"VIA RISMONDO FRANCESCO N. 9 ; isolato:137; accesso: accesso esterno; (z.d. 7)";VIA ;RISMONDO FRANCESCO;9;6756;7;;non alimentare;24;57;33
"VIA UNGARETTI GIUSEPPE N. 12 ; isolato:062; accesso: accesso esterno; (z.d. 8)";VIA ;UNGARETTI GIUSEPPE;12;7545;8;panfocaccia;alimentare;30;63;33
"VIA CERNUSCHI ENRICO N. 1 ; isolato:013; accesso: accesso esterno; (z.d. 1)";VIA ;CERNUSCHI ENRICO;1;3051;1;;non alimentare;;40;33
"VIA VAL DI BONDO N. 16 ; isolato:033; accesso: accesso esterno; (z.d. 9)";VIA ;VAL DI BONDO;16;1648;9;le bonta  di mariangela;alimentare;108;141;33
"CSO GARIBALDI GIUSEPPE N. 127 ; isolato:004; accesso: accesso esterno; (z.d. 1)";CSO ;GARIBALDI GIUSEPPE;127;1010;1;les amis;non alimentare;2;35;33
"VIA VESPRI SICILIANI N. 74 ; isolato:147; accesso: accesso esterno; (z.d. 6)";VIA ;VESPRI SICILIANI;74;5137;6;;non alimentare;;33;33
"VIA CORRENTI CESARE N. 7 ;via correnti cesare 007; isolato:277; accesso: accesso esterno; (z.d. 1)";VIA ;CORRENTI CESARE;7;555;1;panificio pasticceria;alimentare;66;99;33
"VIA LOSANNA N. 29 ; isolato:029; accesso: accesso esterno; (z.d. 8)";VIA ;LOSANNA;29;7190;8;;non alimentare;44;77;33
"VLE MUGELLO N. 7 ; isolato:263; accesso: accesso esterno; (z.d. 4)";VLE ;MUGELLO;7;3140;4;naturvitae erboristeria;"alimentare;non alimentare";15;48;33
"VLE ABRUZZI N. 82 ; isolato:040; accesso: accesso esterno; (z.d. 3)";VLE ;ABRUZZI;82;2177;3;il ciocco;"non alimentare;tabella speciale monopolio";;33;33
"CSO MAGENTA N. 27 ;cso magenta 027; isolato:340; accesso: accesso esterno; (z.d. 1)";CSO ;MAGENTA;27;604;1;;non alimentare;;33;33
"VIA MEDEGHINO N. 39 ; isolato:057; accesso: accesso esterno; (z.d. 5)";VIA ;MEDEGHINO;39;5335;5;;non alimentare;;33;33
"CSO VERCELLI N. 38 ; isolato:215; accesso: accesso esterno; (z.d. 7)";CSO ;VERCELLI;38;6193;7;;non alimentare;;33;33
"CSO VENEZIA num.002/a; isolato:190; accesso: accesso interno; (z.d. 1)";;;;;;;non alimentare;15;48;33
"CSO SAN GOTTARDO N. 49 ; isolato:128; accesso: accesso esterno; (z.d. 5)";CSO ;SAN GOTTARDO;49;5203;5;;non alimentare;10;43;33
"VLE PIAVE N. 5 ; isolato:164; accesso: accesso esterno; (z.d. 1)";VLE ;PIAVE;5;2179;1;ciast antifurti telefonia;non alimentare;23;56;33
"VIA VISCONTI DI MODRONE UBERTO N. 4 ;via visconti di modrone uberto 004; isolato:195; accesso: accesso esterno; (z.d. 1)";VIA ;VISCONTI DI MODRONE UBERTO;4;361;1;;non alimentare;;33;33
"VIA DEI FIORDALISI N. 3 ; isolato:120; accesso: accesso esterno; (z.d. 6)";VIA ;DEI FIORDALISI;3;6710;6;erboristeria;non alimentare;7;40;33
"VIA CHIANCIANO num.010; isolato:155; accesso: accesso esterno; (z.d. 9)";;;;;;;non alimentare;3;36;33
"PZA SCOLARI ROSA N. 3 ; isolato:040; accesso: accesso esterno; (z.d. 8)";PZA ;SCOLARI ROSA;3;6579;8;farmacia;tabella speciale farmacie;13;46;33
"VIA VETTA D'ITALIA N. 18 ; isolato:268; accesso: accesso esterno; (z.d. 7)";VIA ;VETTA D'ITALIA;18;6236;7;farmacia;tabella speciale farmacie;45;78;33
"VIA INGANNI ANGELO N. 99 ; isolato:048; accesso: accesso esterno; (z.d. 6)";VIA ;INGANNI ANGELO;99;6672;6;;non alimentare;59;92;33
"VIA SCIESA AMATORE N. 15 ; isolato:056; accesso: accesso esterno; (z.d. 4)";VIA ;SCIESA AMATORE;15;3072;4;crazy dog;non alimentare;;33;33
"VIA ROGOREDO N. 17 ; isolato:077; accesso: accesso esterno; (z.d. 4)";VIA ;ROGOREDO;17;4373;4;;non alimentare;;33;33
"VIA GULLI TOMMASO N. 60 ; isolato:189; accesso: accesso esterno; (z.d. 7)";VIA ;GULLI TOMMASO;60;6634;7;;non alimentare;;33;33
"VIA MAROCHETTI CARLO centro strada num.142; pto strada:cs; accesso: accesso esterno; (z.d. 4)";VIA ;MAROCHETTI CARLO;;4185;4;esso;tabella speciale carburanti;587;620;33
"VIA TENCA CARLO N. 5 ; isolato:093; accesso: accesso interno; (z.d. 2)";VIA ;TENCA CARLO;5;2118;2;;non alimentare;43;76;33
"CSO CONCORDIA N. 10 ; isolato:003; accesso: accesso esterno; (z.d. 4)";CSO ;CONCORDIA;10;3116;4;;non alimentare;7;40;33
"VIA DEI GUARNERI N. 24 ; isolato:182; accesso: accesso esterno; (z.d. 5)";VIA ;DEI GUARNERI;24;4300;5;;non alimentare;33;66;33
"VIA SAVONA N. 59 ; isolato:031; accesso: accesso esterno; (z.d. 6)";VIA ;SAVONA;59;5122;6;;non alimentare;;33;33
"VIA MORETTO DA BRESCIA N. 31 ; isolato:148; accesso: accesso esterno; (z.d. 3)";VIA ;MORETTO DA BRESCIA;31;3207;3;;tabella speciale monopolio;44;77;33
"VIA CUSTODI PIETRO N. 18 ; isolato:095; accesso: accesso esterno; (z.d. 5)";VIA ;CUSTODI PIETRO;18;5199;5;;non alimentare;18;51;33
"VIA CIOVASSO N. 5 ;via ciovasso 005; isolato:307; accesso: accesso esterno; (z.d. 1)";VIA ;CIOVASSO;5;127;1;;"alimentare;non alimentare";;54;33
"VIA QUARENGHI GIACOMO N. 23 ; isolato:300; (z.d. 8)";VIA ;QUARENGHI GIACOMO;23;7478;8;;alimentare;2;35;33
"CSO GENOVA N. 11 ; isolato:217; accesso: accesso interno; (z.d. 1)";CSO ;GENOVA;11;5164;1;;non alimentare;7;40;33
VLE BLIGNY N. 15 (z.d. 5);VLE ;BLIGNY;15;4045;5;;non alimentare;;33;33
"VIA VIGEVANO N. 15 ; isolato:057; accesso: accesso esterno; (z.d. 6)";VIA ;VIGEVANO;15;5116;6;pontremoli;non alimentare;;33;33
"VIA ADIGE N. 6 ; isolato:195; accesso: accesso esterno; (z.d. 5)";VIA ;ADIGE;6;4216;5;telesia snc lucky;non alimentare;;33;33
"VIA MILANI GIOVANNI N. 1 ; isolato:076; accesso: accesso esterno; (z.d. 3)";VIA ;MILANI GIOVANNI;1;2573;3;;non alimentare;;33;33
VIA CLITUMNO N. 14 (z.d. 2);VIA ;CLITUMNO;14;2367;2;;non alimentare;;33;33
"VIA VOLTA ALESSANDRO N. 20 ; isolato:003; accesso: accesso esterno; (z.d. 1)";VIA ;VOLTA ALESSANDRO;20;1018;1;;non alimentare;;33;33
"VIA GOZZADINI N. 7 interno; isolato:237; accesso: accesso interno; (z.d. 7)";VIA ;GOZZADINI;7;6506;7;offici.ortopediche rizzol;non alimentare;;33;33
"VIA PARMIGIANINO N. 14 ; isolato:207; accesso: accesso esterno; (z.d. 7)";VIA ;PARMIGIANINO;14;6599;7;centro ass. tv color;non alimentare;;33;33
"VIA VETTA D'ITALIA N. 19 ; isolato:279; accesso: accesso esterno; (z.d. 7)";VIA ;VETTA D'ITALIA;19;6236;7;;non alimentare;;33;33
"PZA SCOLARI ROSA N. 4 ; isolato:281; accesso: accesso esterno; (z.d. 8)";PZA ;SCOLARI ROSA;4;6579;8;;non alimentare;;33;33
"CSO MAGENTA num.017; accesso: accesso esterno; (z.d. 1)";;;;;;fratelli rossetti;non alimentare;62;95;33
"VIA MONTE NAPOLEONE N. 6 ;via agnello 018; isolato:384; accesso: accesso interno; (z.d. 1)";VIA ;MONTE NAPOLEONE;6;219;1;;non alimentare;;33;33
"VIA TORRE CARLO N. 29 loc. interno; isolato:066; accesso: accesso esterno; (z.d. 6)";VIA ;TORRE CARLO;29;5271;6;spazio prospettive;non alimentare;;33;33
"VIA FONTANA N. 6 ; isolato:034; accesso: accesso esterno; (z.d. 1)";VIA ;FONTANA;6;3058;1;;non alimentare;;33;33
"VIA DONATELLO N. 27 ; isolato:065; accesso: accesso esterno; (z.d. 3)";VIA ;DONATELLO;27;2214;3;pasticceria gelateria;"alimentare;non alimentare";;33;33
"VIA MARCO D'AGRATE N. 15 ; isolato:114; accesso: accesso esterno; (z.d. 5)";VIA ;MARCO D'AGRATE;15;4276;5;seat biazzi;non alimentare;;33;33
"VIA TORRICELLI EVANGELISTA N. 10 ; isolato:126; accesso: accesso esterno; (z.d. 5)";VIA ;TORRICELLI EVANGELISTA;10;5240;5;ottica bianco;non alimentare;;33;33
"VIA DESENZANO N. 22 ; isolato:016; accesso: accesso esterno; (z.d. 7)";VIA ;DESENZANO;22;6610;7;;non alimentare;;33;33
"ALZ NAVIGLIO GRANDE N. 46 loc. interno; isolato:051; accesso: accesso interno; (z.d. 6)";ALZ ;NAVIGLIO GRANDE;46;5144;6;;non alimentare;;75;33
"VLE MONZA N. 93 ; isolato:306; accesso: accesso esterno; (z.d. 2)";VLE ;MONZA;93;2274;2;;non alimentare;4;37;33
"VIA BIUMI PAOLO GEROLAMO N. 18 ; isolato:216; accesso: accesso esterno; (z.d. 2)";VIA ;BIUMI PAOLO GEROLAMO;18;2465;2;onoranze funebri;non alimentare;;33;33
"VIA SANT' ANDREA N. 12 ;via sant' andrea 012; isolato:261; accesso: accesso interno; (z.d. 1)";VIA ;SANT' ANDREA;12;222;1;terzo millennio sas.;non alimentare;;33;33
"VIA DELLE ANDE N. 5 ; isolato:062; accesso: accesso esterno; (z.d. 8)";VIA ;DELLE ANDE;5;7496;8;;non alimentare;;33;33
"VIA GIAMBELLINO N. 84 ; isolato:144; accesso: accesso esterno; (z.d. 6)";VIA ;GIAMBELLINO;84;5136;6;giopi modellismo;non alimentare;;33;33
"VIA PAOLI ALESSANDRO N. 2 ; isolato:286; accesso: accesso esterno; (z.d. 9)";VIA ;PAOLI ALESSANDRO;2;1178;9;;alimentare;;33;33
"VIA MONTE DI PIETA' N. 19 ;via monte di pieta' 019; isolato:304; accesso: accesso interno; (z.d. 1)";VIA ;MONTE DI PIETA';19;121;1;;non alimentare;;33;33
"VIA SOLARI ANDREA N. 4 ; isolato:220; accesso: accesso esterno; (z.d. 6)";VIA ;SOLARI ANDREA;4;5111;6;mary flor;non alimentare;;33;33
"VIA VENINI GIULIO E CORRADO N. 26 ; isolato:355; accesso: accesso esterno; (z.d. 2)";VIA ;VENINI GIULIO E CORRADO;26;2258;2;;non alimentare;;33;33
"VLE MARCHE N. 40 ; isolato:084; accesso: accesso esterno; (z.d. 9)";VLE ;MARCHE;40;1360;9;l allegra brigata;non alimentare;;33;33
"VIA MAROCHETTI CARLO N. 19 ; isolato:069; accesso: accesso esterno; (z.d. 4)";VIA ;MAROCHETTI CARLO;19;4185;4;;non alimentare;;33;33
"VIA NOVARA N. 143 ; isolato:036; accesso: accesso esterno; (z.d. 7)";VIA ;NOVARA;143;6624;7;carla cartoleria;non alimentare;;33;33
"VIA CAMINADELLA N. 18 ;via caminadella 018; isolato:279; accesso: accesso esterno; (z.d. 1)";VIA ;CAMINADELLA;18;551;1;;non alimentare;;33;33
"VIA POLLAIUOLO ANTONIO N. 4 ; isolato:265; accesso: accesso esterno; (z.d. 9)";VIA ;POLLAIUOLO ANTONIO;4;1146;9;idee arcobaleno;non alimentare;;33;33
"VIA FARUFFINI FEDERICO N. 17 ; isolato:207; accesso: accesso esterno; (z.d. 7)";VIA ;FARUFFINI FEDERICO;17;6286;7;;non alimentare;;33;33
"VLE SAN GIMIGNANO N. 10 ; isolato:072; accesso: accesso esterno; (z.d. 6)";VLE ;SAN GIMIGNANO;10;6613;6;sissi;non alimentare;;33;33
"VIA TITO LIVIO N. 22 ; isolato:146; (z.d. 4)";VIA ;TITO LIVIO;22;4086;4;;non alimentare;;33;33
"VIA GOLFO DEGLI ARANCI N. 12 ; isolato:216; accesso: accesso esterno; (z.d. 2)";VIA ;GOLFO DEGLI ARANCI;12;2463;2;nilo francesco impianti e;non alimentare;;33;33
"PLE LAGOSTA N. 2 ; isolato:278; accesso: accesso esterno; (z.d. 9)";PLE ;LAGOSTA;2;1155;9;gruppo apicoltori riuniti;"alimentare;non alimentare";;33;33
"VIA SCALDASOLE N. 3 ; isolato:127; accesso: accesso esterno; (z.d. 1)";VIA ;SCALDASOLE;3;5184;1;libreria alfea;non alimentare;;33;33
"VIA MONTEPULCIANO N. 8 ; isolato:005; accesso: accesso esterno; (z.d. 3)";VIA ;MONTEPULCIANO;8;2257;3;;"alimentare;non alimentare";;33;33
"VIA ZURIGO N. 22 ; isolato:213; accesso: accesso interno; (z.d. 7)";VIA ;ZURIGO;22;6318;7;fotottica volpati;non alimentare;;33;33
"VIA MICHELINO DA BESOZZO N. 10 ; isolato:299; accesso: accesso esterno; (z.d. 8)";VIA ;MICHELINO DA BESOZZO;10;7263;8;sistemania hair stylist;non alimentare;;33;33
"VIA MASPERO PAOLO N. 34 ; isolato:089; accesso: accesso esterno; (z.d. 4)";VIA ;MASPERO PAOLO;34;3336;4;fiaschetteria;alimentare;;33;33
"VIA PLINIO CAIO SECONDO N. 63 ; isolato:108; accesso: accesso esterno; (z.d. 3)";VIA ;PLINIO CAIO SECONDO;63;2144;3;roybeer homebrewing;"alimentare;non alimentare";;39;33
"VLE CORSICA N. 74 ; isolato:271; accesso: accesso esterno; (z.d. 4)";VLE ;CORSICA;74;3262;4;bar tabacchi;tabella speciale monopolio;;60;33
"VIA VISCONTI DI MODRONE UBERTO N. 4 ;via visconti di modrone uberto 004; isolato:195; (z.d. 1)";VIA ;VISCONTI DI MODRONE UBERTO;4;361;1;;non alimentare;;33;33
"CSO VERCELLI N. 9 ; isolato:236; accesso: accesso esterno; (z.d. 7)";CSO ;VERCELLI;9;6193;7;puia srl.;non alimentare;;33;33
"VIA PONTE VETERO N. 11 ;via ponte vetero 011; isolato:305; accesso: accesso esterno; (z.d. 1)";VIA ;PONTE VETERO;11;718;1;;non alimentare;;40;33
"VLE MOLISE N. 49 ; isolato:086; accesso: accesso esterno; (z.d. 4)";VLE ;MOLISE;49;3178;4;oggettistica cartoleria;non alimentare;;33;33
"VIA CRESPI PIETRO N. 10 ; isolato:325; accesso: accesso esterno; (z.d. 2)";VIA ;CRESPI PIETRO;10;2296;2;macelleria;alimentare;;87;33
"VIA CARDINALE MEZZOFANTI N. 4 ; isolato:208; accesso: accesso esterno; (z.d. 4)";VIA ;CARDINALE MEZZOFANTI;4;3277;4;;non alimentare;;33;33
"VIA ALUNNO NICOLO' N. 9 ; isolato:197; accesso: accesso esterno; (z.d. 7)";VIA ;ALUNNO NICOLO';9;6640;7;merceria;non alimentare;;33;33
"VIA TOLMEZZO N. 12 ; isolato:054; accesso: accesso esterno; (z.d. 3)";VIA ;TOLMEZZO;12;2392;3;novap forniture servizi;non alimentare;;33;33
"VIA VANNUCCI ATTO N. 10 ; isolato:122; accesso: accesso esterno; (z.d. 5)";VIA ;VANNUCCI ATTO;10;4056;5;materiali xhobby/ceramica;non alimentare;;33;33
"VIA BOLAMA N. 2 ; isolato:038; accesso: accesso esterno; (z.d. 2)";VIA ;BOLAMA;2;2442;2;new zoo shop;non alimentare;;33;33
"VLE UMBRIA N. 82 ; isolato:078; accesso: accesso esterno; (z.d. 4)";VLE ;UMBRIA;82;3145;4;arte studio parrucchieri;non alimentare;;0;33
"VIA SACCARDO PIETRO ANDREA N. 46 ; isolato:130; accesso: accesso esterno; (z.d. 3)";VIA ;SACCARDO PIETRO ANDREA;46;2665;3;onorenze funebri lambrate;non alimentare;;0;33
"VIA ALFIERI VITTORIO N. 15 ; isolato:117; (z.d. 1)";VIA ;ALFIERI VITTORIO;15;7120;1;;non alimentare;;0;33
"VLE ESPINASSE CARLO N. 10 ; isolato:265; (z.d. 8)";VLE ;ESPINASSE CARLO;10;7390;8;;non alimentare;;33;33
"VIA CASELLA GIOVANNI BATTISTA N. 37 ; isolato:243; accesso: accesso esterno; (z.d. 8)";VIA ;CASELLA GIOVANNI BATTISTA;37;7382;8;oggetti preziosi;non alimentare;;33;33
"VIA TEODOSIO N. 5 ; isolato:054; accesso: accesso esterno; (z.d. 3)";VIA ;TEODOSIO;5;2550;3;raviolificio colnaghi snc;alimentare;;103;33
"VLE MONZA N. 273 ; isolato:073; accesso: accesso esterno; (z.d. 2)";VLE ;MONZA;273;2274;2;riva auto sas.;non alimentare;;0;33
"VIA BETTI UGO N. 151 ; isolato:046; accesso: accesso esterno; (z.d. 8)";VIA ;BETTI UGO;151;7517;8;;Tabella speciale Monopolio;;33;33
"VIA PROCACCINI GIULIO CESARE N. 21 ; isolato:063; accesso: accesso esterno; (z.d. 8)";VIA ;PROCACCINI GIULIO CESARE;21;7204;8;vitamin store;"alimentare;non alimentare";;33;33
"VIA DANTE ALIGHIERI N. 12 ;via dante alighieri 012; isolato:370; accesso: accesso esterno; (z.d. 1)";VIA ;DANTE ALIGHIERI;12;612;1;l occitane en provence;non alimentare;;33;33
"VIA MELZO N. 34 ; isolato:142; (z.d. 3)";VIA ;MELZO;34;2184;3;;non alimentare;;40;33
"ALZ NAVIGLIO GRANDE N. 34 ; isolato:051; accesso: accesso esterno; (z.d. 6)";ALZ ;NAVIGLIO GRANDE;34;5144;6;;non alimentare;;33;33
"VIA DEI CIGNOLI N. 1 ; isolato:217; accesso: accesso esterno; (z.d. 8)";VIA ;DEI CIGNOLI;1;7431;8;jeeper s point milano sas;non alimentare;;37;33
"VIA MAC MAHON N. 107 ; isolato:277; accesso: accesso esterno; (z.d. 8)";VIA ;MAC MAHON;107;7221;8;cristiano costruzioni snc;non alimentare;;33;33
"VLE MONZA N. 121 ; isolato:268; accesso: accesso esterno; (z.d. 2)";VLE ;MONZA;121;2274;2;;non alimentare;;33;33
"VIA DEI BIANCOSPINI N. 3 ; isolato:140; accesso: accesso esterno; (z.d. 6)";VIA ;DEI BIANCOSPINI;3;6711;6;;alimentare;;33;33
"VLE REGINA GIOVANNA N. 24 ; isolato:147; accesso: accesso esterno; (z.d. 3)";VLE ;REGINA GIOVANNA;24;2157;3;;non alimentare;;33;33
"VIA PEZZOTTI GIOVANNI N. 54 ; isolato:013; accesso: accesso esterno; (z.d. 5)";VIA ;PEZZOTTI GIOVANNI;54;5244;5;;non alimentare;;33;33
"VIA SARPI FRA' PAOLO N. 11 ; isolato:120; accesso: accesso esterno; (z.d. 1)";VIA ;SARPI FRA' PAOLO;11;7210;1;;non alimentare;;33;33
"VIA DELFICO MELCHIORRE N. 6 ; isolato:313; accesso: accesso esterno; (z.d. 8)";VIA ;DELFICO MELCHIORRE;6;7250;8;;non alimentare;100;133;33
"CSO DI PORTA ROMANA N. 54 ;cso di porta romana 054; isolato:270; accesso: accesso esterno; (z.d. 1)";CSO ;DI PORTA ROMANA;54;402;1;;non alimentare;39;72;33
"VLE MONTE CENERI N. 60 ; isolato:319; accesso: accesso esterno; (z.d. 8)";VLE ;MONTE CENERI;60;7176;8;;Non Alimentare;3;36;33
"VIA SAVONA N. 75 ; isolato:029; (z.d. 6)";VIA ;SAVONA;75;5122;6;;non alimentare;;33;33
"VIA FOPPA VINCENZO N. 52 ; isolato:306; (z.d. 6)";VIA ;FOPPA VINCENZO;52;6109;6;;non alimentare;;33;33
"VLE CERTOSA N. 42 ; isolato:316; accesso: accesso esterno; (z.d. 8)";VLE ;CERTOSA;42;7174;8;;non alimentare;;33;33
"VIA DE PRETIS AGOSTINO N. 1 ; isolato:094; accesso: accesso esterno; (z.d. 6)";VIA ;DE PRETIS AGOSTINO;1;5431;6;farmacia;tabella speciale farmacie;37;70;33
