Ubicazione;TipoVia;DescrizioneVia;Civico;CodiceVia;ZD;forma_commercio;forma_commercio_prev;forma_vendita;fuori_piano;insegna;settore_storico_pe;superficie_somministrazione
"VIA MERLO CARLO GIUSEPPE N. 3 ;via merlo carlo giuseppe 003; isolato:320; accesso: accesso esterno; (z.d. 1)";VIA ;MERLO CARLO GIUSEPPE;3;329;1;solo somministrazione;somministrazione;misto;art.3 comma 6 lett.d;new ciao ciao;"BAR CAFFÈ;Sale da ballo, locali notturni;Genere Merceol.Autorizz.Sanit.;Discoteche,sale ballo notturni;Giochi Legge 388/2000";60
"VIA SAN NICOLAO N. 4 in centro estetico;via san nicolao 004; isolato:291; (z.d. 1)";VIA ;SAN NICOLAO;4;603;1;;;;art.3 comma 6 lett.d;;"Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ";71
"VIA BREDA ERNESTO N. 158 circ. uisp transfer club; isolato:026; (z.d. 2)";VIA ;BREDA ERNESTO;158;2342;2;;;;art.3 comma 6 lett.e;;BAR CAFFÈ;62
"VIA LOMBROSO CESARE N. 54 int.ortomercato passag. pad. d; (z.d. 4)";VIA ;LOMBROSO CESARE;54;3334;4;;;;fuori limite numeric;;"Spaccio bevande analcoliche;Tavola fredda";
"VLE MONZA N. 140 ; isolato:173; accesso: accesso interno; (z.d. 2)";VLE ;MONZA;140;2274;2;solo somministrazione;somministrazione;misto;art.3 comma 6 lett.d;zelig area;"Sale da ballo, locali notturni;Tavola fredda;BAR CAFFÈ;Cibi cotti preconfezionati;Genere Merceol.Autorizz.Sanit.";60
"VIA CORELLI ARCANGELO N. 61 c/o f.s direz.compartimentale; isolato:003; (z.d. 3)";VIA ;CORELLI ARCANGELO;61;3243;3;;;;art.3 comma 6 lett.c;;"Genere Merceol.Autorizz.Sanit.;Elettr.Automatici Meccaniche;BAR CAFFÈ;Tavola fredda";65
"VIA VICO GIAN BATTISTA N. 38 p/c. assoc.spor.via vico city; isolato:142; accesso: accesso interno; (z.d. 1)";VIA ;VICO GIAN BATTISTA;38;6219;1;solo somministrazione;somministrazione;al tavolo;art.3 comma 6 lett.d;;"Cibi cotti preconfezionati;Stabilimenti balneari;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ;Tavola calda";135
"CSO DI PORTA VITTORIA num.001 dipendenti del ministero di gr; (z.d. 1)";CSO ;DI PORTA VITTORIA;;3016;1;;;;art.3 comma 6 lett.e;;"Genere Merceol.Autorizz.Sanit.;Tavola fredda;Prodotti di gastronomia;BAR CAFFÈ";92
"VIA DI RUDINI' ANTONIO N. 8 c/o ospedale san paolo; isolato:102; (z.d. 6)";VIA ;DI RUDINI' ANTONIO;8;5429;6;;;;art.3 comma 6 lett.g;;"Tavola fredda;BAR CAFFÈ";155
"VIA LATTANZIO num.075/1 ; isolato:101; (z.d. 4)";;;;;;;;;club privato;;"Trattoria;BAR CAFFÈ";394
VIA CICOGNA MOZZONI CARLO N. 5 (z.d. 8);VIA ;CICOGNA MOZZONI CARLO;5;1676;9;;;;club privato;;"Elettr.Automatici Meccaniche;Genere Merceol.Autorizz.Sanit.";31
"codvia 9130 mm1 bonola; isolato:995; accesso: accesso interno; (z.d. 8)";;;;;;somministrazione/minuto;minuto;misto;art.3 comma 6 lett.c;;"BAR CAFFÈ;Prodotti di gastronomia;Genere Merceol.Autorizz.Sanit.";36
"VIA AIROLO N. 4 via veglia,59(ingr.via asmara); isolato:081; accesso: accesso esterno; (z.d. 9)";VIA ;AIROLO;4;1333;9;solo somministrazione;somministrazione;al banco;art.3 comma 6 lett.d;play planet;"Tavola fredda;Prodotti di gastronomia;Genere Merceol.Autorizz.Sanit.;Genere Merceol.Autorizz.Sanit.";102
"VIA STROZZI PIERO num.001 c/o parrocchia; accesso: accesso interno; (z.d. 6)";VIA ;STROZZI PIERO;;6617;6;solo somministrazione;somministrazione;al banco;circoli parrocchiali;bar c/o parroc.s.benedett;BAR CAFFÈ;68
"VIA IPPOCRATE N. 45 ; isolato:076; accesso: accesso interno; (z.d. 9)";VIA ;IPPOCRATE;45;1543;9;solo somministrazione;somministrazione;al banco;club privato;bar/club assoc.olinda;BAR CAFFÈ;
"codvia 9128 mm1 lampug; accesso: accesso interno; (z.d. 8)";;;;;;solo somministrazione;somministrazione;al banco;art.3 comma 6 lett.c;;"BAR CAFFÈ;Prodotti di gastronomia;Genere Merceol.Autorizz.Sanit.;Bar gastronomici e simili";96
"VIA ORNATO LUIGI num.174/6 interno centro sportivo; isolato:009; accesso: area ap.rec.; (z.d. 9)";;;;;;solo somministrazione;somministrazione;al banco;art.3 comma 6 lett.d;green tennis;"Giochi Legge 388/2000;Tavola fredda;BAR CAFFÈ";60
"VIA SERBELLONI GABRIO N. 1 mensa ai soli dip.; isolato:021; (z.d. 1)";VIA ;SERBELLONI GABRIO;1;3043;1;;;;art.3 comma 6 lett.e;;Mensa;89
"VIA LOMBROSO CESARE N. 54 int.ortomercato padiglione a; (z.d. 4)";VIA ;LOMBROSO CESARE;54;3334;4;;;;fuori limite numeric;;"BAR CAFFÈ;Tavola fredda";
"codvia 9125 mm1 bande; (z.d. 6)";;;;;;;;;art.3 comma 6 lett.c;;Giochi Legge 388/2000;105
"SDA PAULLESE N. 9 c/o distributore carburanti; isolato:151; accesso: accesso esterno; (z.d. 4)";SDA ;PAULLESE;9;3373;4;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.c;mc donald s;"Tavola calda;BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.";160
"VIA MONTECUCCOLI RAIMONDO N. 20 c/o kraft foods services s.r.l; isolato:036; (z.d. 6)";VIA ;MONTECUCCOLI RAIMONDO;20;6650;6;;;;art.3 comma 6 lett.e;;Mensa;546
VIA TURATI FILIPPO N. 29 (z.d. 1);VIA ;TURATI FILIPPO;29;1053;1;;somministrazione;al tavolo;art.3 comma 6 lett.d;dolce vita;"Discoteche,sale ballo notturni;Genere Merceol.Autorizz.Sanit.;Ristorante;Sale da ballo, locali notturni;BAR CAFFÈ";300
"VIA MANZONI ALESSANDRO N. 45 c/o circolo dell'unione;via borgonuovo 011; isolato:304; accesso: accesso esterno; (z.d. 1)";VIA ;MANZONI ALESSANDRO;45;230;1;solo somministrazione;somministrazione;al tavolo;club privato;;"Tavola calda;BAR CAFFÈ";220
"VIA BOTTA CARLO N. 10 interno piscina caimi; (z.d. 4)";VIA ;BOTTA CARLO;10;4069;4;;;;art.3 comma 6 lett.d;;BAR CAFFÈ;
"VIA VIVAIO N. 1 c/o provincia di milano; isolato:098; accesso: accesso interno; (z.d. 1)";VIA ;VIVAIO;1;3041;1;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.f;mensa int.provincia;"Genere Merceol.Autorizz.Sanit.;Mensa";190
"VIA CARNIA N. 14 c/o fondazione la vincenziana; isolato:058; (z.d. 3)";VIA ;CARNIA;14;2395;3;;;;art.3 comma 6 lett.g;;"Tav.calde,self service,fast f.;Mensa";159
"PZA SRAFFA ANGELO N. 11 dipendenti a.n.a.s.; isolato:102; (z.d. 5)";PZA ;SRAFFA ANGELO;11;4042;5;;;;art.3 comma 6 lett.e;;BAR CAFFÈ;51
"VLE TESTI FULVIO N. 285 c/o ditte convenzionate; isolato:033; (z.d. 9)";VLE ;TESTI FULVIO;285;1441;9;;;;art.3 comma 6 lett.e;;Mensa;250
PZA GARIBALDI ANITA N. 13 (z.d. 7);PZA ;GARIBALDI ANITA;13;6786;7;;;;art.3 comma 6 lett.d;;"BAR CAFFÈ;Ristorante;Sale da ballo, locali notturni";127
PLE MEDAGLIE D'ORO N. 2 (z.d. 5);PLE ;MEDAGLIE D'ORO;2;4104;5;;;;art.3 comma 6 lett.d;;"Sale da ballo, locali notturni;BAR CAFFÈ;Tavola fredda";
"VIA BECHI GIULIO N. 2 int.strutt.sportiva cameroni; (z.d. 2)";VIA ;BECHI GIULIO;2;2354;2;;;;art.3 comma 6 lett.d;;"BAR CAFFÈ;Sale da ballo, locali notturni;Tavola fredda";86
"VIA RIPAMONTI GIUSEPPE N. 131 c/o amplifon s.p.a.; isolato:104; accesso: accesso interno; (z.d. 5)";VIA ;RIPAMONTI GIUSEPPE;131;4066;5;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;int.amplifon spa.;"Tav.calde,self service,fast f.;Mensa";407
"VLE FAMAGOSTA num.075/14 interno impianto sportivo; isolato:050; (z.d. 6)";;;;;;;;;art.3 comma 6 lett.e;;"Genere Merceol.Autorizz.Sanit.;Tavola fredda;BAR CAFFÈ";33
"VIA VERRO BERNARDINO N. 39 ; isolato:039; (z.d. 5)";VIA ;VERRO BERNARDINO;39;4223;5;;;;art.3 comma 6 lett.e;;Genere Merceol.Autorizz.Sanit.;352
VLE TORELLI LUIGI N. 6 (z.d. 9);VLE ;TORELLI LUIGI;6;1232;9;;;;club privato;;"BAR CAFFÈ;Tavola fredda";30
"VIA NATTA GIULIO N. 11 c/o centro scolastico gallarat; isolato:091; accesso: accesso interno; (z.d. 8)";VIA ;NATTA GIULIO;11;6860;8;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.g;centro scolas.gallaratese;"Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ;Mensa";729
"SDA PAULLESE num.009/a ; accesso: accesso esterno; (z.d. 4)";;;;;;;somministrazione;al banco;art.3 comma 6 lett.c;tiger bar;"Tavola fredda;Bar gastronomici e simili;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ";103
"VIA DERNA N. 15 ; isolato:263; (z.d. 2)";VIA ;DERNA;15;2376;2;solo somministrazione;somministrazione;al banco;art.3 comma 6 lett.e;bar int. arci club;BAR CAFFÈ;28
"VLE ABRUZZI num.028/30 /30 interno cinema plinius; isolato:106; accesso: accesso esterno; (z.d. 3)";VLE ;ABRUZZI;;2177;3;solo somministrazione;somministrazione;al banco;art.3 comma 6 lett.d;;"BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.;Bar gastronomici e simili;BAR CAFFÈ E SIMILI";103
VIA CIAIA IGNAZIO N. 12 parrocchia san nicola in dergano (z.d. 9);VIA ;CIAIA IGNAZIO;12;1294;9;;;;circoli parrocchiali;;"BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.;Tavola fredda";280
"VIA STATUTO N. 10 ; isolato:175; accesso: accesso interno; (z.d. 1)";VIA ;STATUTO;10;1029;1;solo somministrazione;somministrazione;al banco;art.3 comma 6 lett.e;associazione reset;;70
"VIA PANIZZA BARTOLOMEO N. 8 ; isolato:242; (z.d. 7)";VIA ;PANIZZA BARTOLOMEO;8;6208;7;;;;art.3 comma 6 lett.e;;"Elettr.Automatici Meccaniche;BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.";7
"VLE TESTI FULVIO num.282 c/o compaq spa e altre ditte c; (z.d. 9)";;;;;;;;;art.3 comma 6 lett.e;;Mensa;595
"VIA ARZAGA N. 23 c/o oasi s.francesco; isolato:069; accesso: accesso interno; (z.d. 6)";VIA ;ARZAGA;23;6674;6;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.g;casa oasi s.francesco;Mensa;288
"PZA NAPOLI N. 27 c/o cinema multisala ducale; accesso: accesso interno; (z.d. 6)";PZA ;NAPOLI;27;5131;6;solo somministrazione;somministrazione;al banco;art.3 comma 6 lett.d;c/o multisala ducale;"Genere Merceol.Autorizz.Sanit.;Bar pasticc.gelat.crem.creper.;BAR CAFFÈ E SIMILI;BAR CAFFÈ";38
"VIA GULLI TOMMASO N. 9 ; isolato:198; (z.d. 7)";VIA ;GULLI TOMMASO;9;6634;7;;;;art.3 comma 6 lett.d;;"Prodotti di gastronomia;Genere Merceol.Autorizz.Sanit.;Sale da gioco;BAR CAFFÈ;Tavola fredda";220
"VIA FETONTE N. 12 c/o soc. interbancaria gestion; isolato:132; (z.d. 7)";VIA ;FETONTE;12;6495;7;;;;art.3 comma 6 lett.e;;Mensa;134
"VIA LOMELLINA N. 41 c/o siei peterlongo spa; isolato:218; accesso: accesso interno; (z.d. 4)";VIA ;LOMELLINA;41;3280;4;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;mensa c/o siei peterlongo;Mensa;126
"VIA CORELLI ARCANGELO N. 61 c/o ferrovie dello stato depos; isolato:003; accesso: accesso interno; (z.d. 3)";VIA ;CORELLI ARCANGELO;61;3243;3;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;int.f.f.s.s. (trenitalia);Mensa;279
"VIA TUCIDIDE N. 56 mensa interaziendale; isolato:011; accesso: accesso interno; (z.d. 3)";VIA ;TUCIDIDE;56;3251;3;solo somministrazione;somministrazione;misto;art.3 comma 6 lett.g;;"Genere Merceol.Autorizz.Sanit.;Mensa";274
"VIA VAL CAMONICA N. 16 c/o circolo priv. culturale e; isolato:113; accesso: accesso interno; (z.d. 2)";VIA ;VAL CAMONICA;16;2305;2;solo somministrazione;somministrazione;al banco;art.3 comma 6 lett.e;bar int.circolo culturale;BAR CAFFÈ;26
"VIA BEZZOLA ANTONIO N. 6 c/o internat. school of europe; isolato:034; (z.d. 7)";VIA ;BEZZOLA ANTONIO;6;6309;7;;;;art.3 comma 6 lett.g;;"Tavola fredda;Mensa";86
"VIA TRASIMENO N. 53 c/o parrocchia ges? a nazaret; isolato:052; (z.d. 2)";VIA ;TRASIMENO;53;2411;2;;;;circoli parrocchiali;;"Tavola fredda;BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.";148
"VIA OXILIA NINO N. 10 c/o parrocchia s. maria beltra; isolato:327; (z.d. 2)";VIA ;OXILIA NINO;10;2287;2;;;;circoli parrocchiali;;"BAR CAFFÈ E SIMILI;BAR CAFFÈ";47
"VIA DELLA BOSCAIOLA N. 26 c/o telecom italia; isolato:251; accesso: accesso interno; (z.d. 9)";VIA ;DELLA BOSCAIOLA;26;1152;9;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;telecom italia;Mensa;130
"VIA BERUTO CESARE N. 18 dipendenti enel; isolato:087; (z.d. 3)";VIA ;BERUTO CESARE;18;2586;3;;;;art.3 comma 6 lett.e;;Mensa;249
"VIA BERTOLAIA GIUSEPPE N. 38 c/o enel; isolato:006; (z.d. 2)";VIA ;BERTOLAIA GIUSEPPE;38;2408;2;;;;art.3 comma 6 lett.e;;Mensa;612
"VIA CUNEO N. 2 interno magazzini upim; (z.d. 7)";VIA ;CUNEO;2;6281;7;;;;fuori piano;;"BAR CAFFÈ;Tavola fredda";75
"CSO DI PORTA NUOVA N. 23 c/o azienda ospedaliera fatebe; isolato:009; (z.d. 1)";CSO ;DI PORTA NUOVA;23;1044;1;;;;art.3 comma 6 lett.e;;Mensa;172
"VIA TRIBONIANO N. 240 circolo laghetto dei tigli; isolato:072; (z.d. 8)";VIA ;TRIBONIANO;240;7444;8;;;;art.3 comma 6 lett.e;;"Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ;Ristorante;Tavola calda";214
"VIA SAMMARTINI GIOVANNI BATTISTA N. 30 ; accesso: accesso esterno; (z.d. 2)";VIA ;SAMMARTINI GIOVANNI BATTISTA;30;1202;2;solo somministrazione;somministrazione;al banco;art.3 comma 6 lett.d;tunnel;"Tavola fredda;BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.";192
"FOR BUONAPARTE N. 31 c/o edison s.p.a.;for buonaparte 031; isolato:291; accesso: accesso interno; (z.d. 1)";FOR ;BUONAPARTE;31;711;1;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;mensa int.edison spa.;"Tav.calde,self service,fast f.;Mensa";444
"VLE PIRELLI PIERO E ALBERTO N. 10 c/o siemens s.p.a.; isolato:162; accesso: accesso interno; (z.d. 9)";VLE ;PIRELLI PIERO E ALBERTO;10;1727;9;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;c/o siemens servizi azien;"Tav.calde,self service,fast f.;Mensa;Tav.calde,self service,fast f.";1086
"VIA FALCK ENRICO N. 51 ; accesso: accesso esterno; (z.d. 8)";VIA ;FALCK ENRICO;51;7438;8;solo somministrazione;somministrazione;al banco;art.3 comma 6 lett.c;;"Tavola calda;Ristorante, trattoria, osteria;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ E SIMILI;BAR CAFFÈ;Tavola fredda";112
"VIA VALTELLINA num.021/27 /27; accesso: accesso esterno; (z.d. 9)";VIA ;VALTELLINA;;1188;9;;somministrazione;al banco;art.3 comma 6 lett.d;alcatraz;"Genere Merceol.Autorizz.Sanit.;Tavola fredda;Sale da ballo, locali notturni;Cibi cotti preconfezionati;Discoteche,sale ballo notturni;BAR CAFFÈ";1950
"VIA VALTELLINA num.021/27 /27 con ingresso in via piazzi; isolato:104; accesso: accesso esterno; (z.d. 9)";VIA ;VALTELLINA;;1188;9;solo somministrazione;somministrazione;al banco;art.3 comma 6 lett.d;de sade;"Tavola fredda;Sale da ballo, locali notturni;Ristorante;Wine,birr.,pub enot.,caff.,the;Disco-piano-americ.bar serali;BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.;Discoteche,sale ballo notturni;Ristorante, trattoria, osteria;Tav.calde,self service,fast f.;BAR CAFFÈ E SIMILI";505
"VLE RUBICONE N. 30 c/o distributore carburanti; accesso: accesso esterno; (z.d. 9)";VLE ;RUBICONE;30;1568;9;solo somministrazione;somministrazione;al banco;art.3 comma 6 lett.c;mc donald s;"Tavola fredda;Bar gastronomici e simili;Tavola calda;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ;Tav.calde,self service,fast f.";150
"VIA BEZZECCA N. 9 interno palestra; isolato:044; accesso: accesso interno; (z.d. 4)";VIA ;BEZZECCA;9;3075;4;solo somministrazione;somministrazione;al banco;art.3 comma 6 lett.c;bar int.palestra;"Tavola fredda;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ";38
"VIA COLONNA MARCO ANTONIO N. 35 c/o bosch s.p.a.; isolato:334; (z.d. 8)";VIA ;COLONNA MARCO ANTONIO;35;7158;8;;;;art.3 comma 6 lett.g;;Mensa;436
"VIA QUINTILIANO MARCO FABIO N. 45 dipendenti imq; (z.d. 4)";VIA ;QUINTILIANO MARCO FABIO;45;3358;4;;;;art.3 comma 6 lett.e;;Mensa;352
"VIA PASCOLI GIOVANNI N. 4 ; isolato:155; accesso: accesso interno; (z.d. 3)";VIA ;PASCOLI GIOVANNI;4;3132;3;solo somministrazione;somministrazione;al banco;art.3 comma 6 lett.e;;"Tavola fredda;Genere Merceol.Autorizz.Sanit.;Genere Merceol.Autorizz.Sanit.";64
"VIA MONTECUCCOLI RAIMONDO N. 35 circolo; isolato:026; (z.d. 6)";VIA ;MONTECUCCOLI RAIMONDO;35;6650;6;;;;art.3 comma 6 lett.e;;"BAR CAFFÈ;Tavola calda;Genere Merceol.Autorizz.Sanit.";90
"VIA LOMAZZO PAOLO N. 19 c/o j.walter thompson italia; isolato:071; accesso: accesso interno; (z.d. 8)";VIA ;LOMAZZO PAOLO;19;7079;8;solo somministrazione;somministrazione;al banco;art.3 comma 6 lett.e;int.walter thompson itali;"Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ";107
"VIA BIGNAMI EMILIO N. 1 c/o istit. clinici di perfezio; isolato:043; accesso: accesso interno; (z.d. 9)";VIA ;BIGNAMI EMILIO;1;1667;9;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.g;c/o ist.clinici perfezion;"Mensa;Tav.calde,self service,fast f.";250
"VIA PIO II N. 3 dipendenti e degenti dell'ospe; isolato:099; (z.d. 7)";VIA ;PIO II;3;6832;7;;;;art.3 comma 6 lett.e;;Mensa;640
"VIA DURANDO GIOVANNI N. 10 c/o polo universitario; isolato:015; accesso: accesso interno; (z.d. 9)";VIA ;DURANDO GIOVANNI;10;1466;9;solo somministrazione;somministrazione;al banco;art.3 comma 6 lett.g;c/o polo univers.bovisa;"Bar gastronomici e simili;BAR CAFFÈ;Tavola fredda;Prodotti di gastronomia;Genere Merceol.Autorizz.Sanit.";158
"VIA CARACCIOLO FRANCESCO N. 52 c/o craem a.2 a. s.p.a.; isolato:006; accesso: accesso interno; (z.d. 8)";VIA ;CARACCIOLO FRANCESCO;52;7182;8;solo somministrazione;somministrazione;al banco;art.3 comma 6 lett.e;;"Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ;Tavola fredda";100
"PZA CAVOUR N. 2 c/o centro sportivo down town;pza cavour 002; isolato:468; accesso: accesso interno; (z.d. 1)";PZA ;CAVOUR;2;237;1;;somministrazione;misto;art.3 comma 6 lett.d;;"Stab.baln. e impianti sportivi;Ristorante, trattoria, osteria;BAR CAFFÈ E SIMILI;Ristorante;BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.;Tavola fredda";150
"VIA PETRARCA FRANCESCO N. 20 dipendenti della provincia di; isolato:072; (z.d. 1)";VIA ;PETRARCA FRANCESCO;20;6182;1;;;;art.3 comma 6 lett.f;;Mensa;120
"VIA LARGA N. 15 sede legale societa'; (z.d. 1)";VIA ;LARGA;15;318;1;;;;art.3 comma 6 lett.a;;;
"VLE CERTOSA N. 130 c/o bayer s.p.a.; isolato:234; (z.d. 8)";VLE ;CERTOSA;130;7174;8;;;;art.3 comma 6 lett.e;;"Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ";23
"VLE CERTOSA N. 130 c/o bayer s.p.a.; isolato:234; (z.d. 8)";VLE ;CERTOSA;130;7174;8;;;;art.3 comma 6 lett.g;bayer spa;Mensa;630
"codvia 9411 ff greco p; isolato:009; accesso: accesso esterno; (z.d. 9)";;;;;;solo somministrazione;somministrazione;al banco;art.3 comma 6 lett.c;buffet della stazione;"BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.;Pizzeria;Tavola calda;Tavola fredda";154
"VIA MONFALCONE N. 34 ; isolato:040; (z.d. 3)";VIA ;MONFALCONE;34;2538;3;;;;art.3 comma 6 lett.e;;"BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.";200
"VIA PILO ROSOLINO num.010/12 /12 c/o club la carrozzeria; isolato:148; (z.d. 3)";;;;;;;;;art.3 comma 6 lett.e;;"Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ;Tavola fredda";75
"VIA LIPPI FILIPPINO N. 39 ; isolato:041; (z.d. 3)";VIA ;LIPPI FILIPPINO;39;2196;3;;;;art.3 comma 6 lett.e;;"Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ";68
"VIA BECHI GIULIO N. 2 all'interno campo sportivo; isolato:144; (z.d. 2)";VIA ;BECHI GIULIO;2;2354;2;;;;art.3 comma 6 lett.e;;"Tavola fredda;Prodotti di gastronomia;Bar gastronomici e simili;BAR CAFFÈ E SIMILI;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ";61
"VIA SCHIAPARELLI GIOVANNI N. 1 ; isolato:202; (z.d. 2)";VIA ;SCHIAPARELLI GIOVANNI;1;1211;2;;;;art.3 comma 6 lett.e;;"Tavola fredda;BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.";20
"VIA LARGA N. 7 circolo;via larga 007; isolato:325; (z.d. 1)";VIA ;LARGA;7;318;1;;;;art.3 comma 6 lett.e;;"Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ;Ristorante";50
"VIA VARESINA N. 80 ; isolato:252; accesso: accesso interno; (z.d. 8)";VIA ;VARESINA;80;7290;8;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;bar c/o la nuova cuccia;"BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.;Tavola calda";92
"VIA DELL' ALLODOLA N. 5 ; isolato:049; (z.d. 6)";VIA ;DELL' ALLODOLA;5;6660;6;;;;circoli parrocchiali;;"Prodotti di gastronomia;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ";40
"VIA GROSIO N. 9 dipendenti della fiat auto s.p; isolato:202; accesso: accesso interno; (z.d. 8)";VIA ;GROSIO;9;7483;8;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;;Mensa;165
"VIA CACCIALEPORI N. 22 c/o scuola international schoo; isolato:293; (z.d. 7)";VIA ;CACCIALEPORI;22;6557;7;;;;art.3 comma 6 lett.g;internationalschool of eu;Mensa;228
"VIA LEGNANO N. 24 c/o dhsv scuola germanica; isolato:081; (z.d. 1)";VIA ;LEGNANO;24;7082;1;;;;art.3 comma 6 lett.g;dhsv scuola germanica;"BAR CAFFÈ E SIMILI;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ;Tavola fredda";200
"VIA TUCIDIDE N. 56 c/o albacom s.p.a; isolato:011; (z.d. 3)";VIA ;TUCIDIDE;56;3251;3;;;;art.3 comma 6 lett.e;;"BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.;Tavola fredda";54
"VIA LORENZINI GIOVANNI N. 10 c/o bic italia s.p.a.; isolato:012; accesso: accesso interno; (z.d. 5)";VIA ;LORENZINI GIOVANNI;10;4005;5;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;mensa c/o bic italia spa.;Mensa;153
"LGO QUINTO ALPINI N. 12 ass.intern.naturale arena club; isolato:075; (z.d. 1)";LGO ;QUINTO ALPINI;12;6346;1;;;;club privato;;"BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.";20
"PZA CINQUE GIORNATE num.001/a interno coin; accesso: accesso interno; (z.d. 1)";;;;;;solo somministrazione;somministrazione;al banco;fuori limite numeric;bar interno coin;"Genere Merceol.Autorizz.Sanit.;Tav.calde,self service,fast f.;BAR CAFFÈ E SIMILI;BAR CAFFÈ;Ristorante";119
"codvia 9107 mm1 loreto; accesso: accesso interno; (z.d. 2)";;;;;;solo somministrazione;somministrazione;al banco;art.3 comma 6 lett.c;;"Bar gastronomici e simili;Prodotti di gastronomia;Tavola fredda;BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.";164
"VLE SARCA N. 202 c/o polo bicocca edif.u7-46/66; accesso: accesso interno; (z.d. 9)";VLE ;SARCA;202;1427;9;solo somministrazione;somministrazione;al banco;art.3 comma 6 lett.g;universita bicocca pal.u7;"BAR CAFFÈ;Prodotti di gastronomia;Genere Merceol.Autorizz.Sanit.;Tavola fredda";149
"VLE SARCA N. 202 c/o univ.degli studi di milano; accesso: accesso interno; (z.d. 9)";VLE ;SARCA;202;1427;9;solo somministrazione;somministrazione;al banco;art.3 comma 6 lett.g;universita bicocca pal.u6;"Prodotti di gastronomia;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ;Bar gastronomici e simili;Tavola fredda";328
"VIA SANT' ABBONDIO N. 12 ; isolato:071; accesso: accesso interno; (z.d. 5)";VIA ;SANT' ABBONDIO;12;5315;5;solo somministrazione;somministrazione;al banco;art.3 comma 6 lett.d;;"BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.;Tavola fredda";24
"VIA CASCINA BELLARIA N. 19 interno centro sportivo; isolato:112; accesso: accesso esterno; (z.d. 7)";VIA ;CASCINA BELLARIA;19;6744;7;solo somministrazione;somministrazione;misto;art.3 comma 6 lett.d;int.centro sportivo;"Genere Merceol.Autorizz.Sanit.;Ristorante;BAR CAFFÈ";230
"VIA ABETONE N. 10 ; isolato:089; (z.d. 4)";VIA ;ABETONE;10;3340;4;;;;art.3 comma 6 lett.e;;"Tavola fredda;Genere Merceol.Autorizz.Sanit.;Spaccio bevande analcoliche";44
