Ubicazione;TipoVia;DescrizioneVia;Civico;CodiceVia;ZD;superficie_altri_usi;superficie_lavorativa;tipo_eser_pa;;;;;;;
"VIA WASHINGTON GIORGIO N. 15 ; (z.d. 7)";VIA ;WASHINGTON GIORGIO;15;6111;7;;35;Acconciatore;;;;;;;
"VIA TEULIE' PIETRO N. 5 ; (z.d. 5)";VIA ;TEULIE' PIETRO;5;4040;5;;;Parrucchiere per signora;;;;;;;
"VIA MAGGI CARLO MARIA num.003; (z.d. 1)";VIA ;MAGGI CARLO MARIA;;7115;1;;30;ACCONCIATORE;;;;;;;
"VIA MANZONI ALESSANDRO N. 16 ; (z.d. 1)";VIA ;MANZONI ALESSANDRO;16;230;1;;;"ACCONCIATORE;TIPO A - REG.2003";;;;;;;
"PZA LUIGI DI SAVOIA N. 2 con ingresso p.za duca d'aosta; (z.d. 2)";PZA ;LUIGI DI SAVOIA;2;2260;2;;;TIPO A ESTETICA MANUALE;;;;;;;
VIA FATEBENEFRATELLI N. 30 (z.d. 1);VIA ;FATEBENEFRATELLI;30;144;1;;50;TIPO B CENTRO DI ABBRONZATURA;;;;;;;
"VLE UMBRIA N. 16 c/o c.c. piazza lodi; (z.d. 4)";VLE ;UMBRIA;16;3145;4;;;Parrucchiere misto;;;;;;;
"PZA SAN NAZARO IN BROLO N. 3 ; (z.d. 1)";PZA ;SAN NAZARO IN BROLO;3;353;1;;;Parrucchiere per signora;;;;;;;
"VLE CALDARA EMILIO N. 30 ; (z.d. 1)";VLE ;CALDARA EMILIO;30;4036;1;;;ACCONCIATORE;;;;;;;
"VIA BELLINI GENTILE N. 10 ; (z.d. 6)";VIA ;BELLINI GENTILE;10;5387;6;;;Parrucchiere per signora;;;;;;;
"VIA ORNATO LUIGI N. 113 altro locale; (z.d. 9)";VIA ;ORNATO LUIGI;113;1591;9;;;"Parrucchiere per signora;TIPO A - REG.2003";;;;;;;
"VIA TESSA DELIO N. 2 ; (z.d. 1)";VIA ;TESSA DELIO;2;1020;1;;;ACCONCIATORE;;;;;;;
"CSO SAN GOTTARDO N. 14 ; (z.d. 5)";CSO ;SAN GOTTARDO;14;5203;5;;;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"PLE LUGANO N. 4 ; (z.d. 9)";PLE ;LUGANO;4;1238;9;;;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA CASORETTO N. 60 ; (z.d. 3)";VIA ;CASORETTO;60;2420;3;;;"Parrucchiere per signora;TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VLE MONZA N. 117 ; (z.d. 2)";VLE ;MONZA;117;2274;2;;;TIPO A - REG.2003;;;;;;;
"VIA SAN VITO N. 26 ; (z.d. 1)";VIA ;SAN VITO;26;539;1;;;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VLE DORIA ANDREA con ingr. galleria palestrina num.048c; ()";;;;;;;;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA VIPACCO N. 4 con ingresso via brunico; (z.d. 2)";VIA ;VIPACCO;4;2444;2;;;TIPO B CENTRO DI ABBRONZATURA;;;;;;;
"VIA FARINI CARLO N. 35 ; (z.d. 9)";VIA ;FARINI CARLO;35;1114;9;;;TIPO A - REG.2003;;;;;;;
"VIA MAC MAHON N. 1 con ingresso via cucchiari; (z.d. 8)";VIA ;MAC MAHON;1;7221;8;;;TIPO A - REG.2003;;;;;;;
"VLE BLIGNY N. 2 ; (z.d. 5)";VLE ;BLIGNY;2;4045;5;;;"ACCONCIATORE;TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VLE TROYA CARLO N. 4 ; (z.d. 6)";VLE ;TROYA CARLO;4;5140;6;;41;ACCONCIATORE;;;;;;;
"VLE ESPINASSE CARLO N. 30 angolo via casella; (z.d. 8)";VLE ;ESPINASSE CARLO;30;7390;8;;;Parrucchiere per signora;;;;;;;
"PLE F.LLI ZAVATTARI N. 6 ; (z.d. 7)";PLE ;F.LLI ZAVATTARI;6;6537;7;;;"TIPO B CENTRO DI ABBRONZATURA;TIPO A - REG.2003";;;;;;;
"VIA CHIARELLI LUIGI N. 10 interno m.c.c.; (z.d. 8)";VIA ;CHIARELLI LUIGI;10;7519;8;;;ACCONCIATORE;;;;;;;
"VIA SAN TOMASO N. 6 ; (z.d. 1)";VIA ;SAN TOMASO;6;723;1;;;Parrucchiere per signora;;;;;;;
"VIA DEL VECCHIO POLITECNICO N. 4 int.palestra down town; (z.d. 1)";VIA ;DEL VECCHIO POLITECNICO;4;2101;1;;;ACCONCIATORE;;;;;;;
"VIA LORENTEGGIO N. 143 ; (z.d. 6)";VIA ;LORENTEGGIO;143;5132;6;;;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VLE ISONZO N. 14 c/o grand hotel palace ingr.v.; (z.d. 5)";VLE ;ISONZO;14;4211;5;;54;TIPO A - REG.2003;;;;;;;
"VIA MONTE ROSA N. 62 ; (z.d. 8)";VIA ;MONTE ROSA;62;6388;8;;;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA SAVONA N. 14 ; (z.d. 6)";VIA ;SAVONA;14;5122;6;;;Parrucchiere misto;;;;;;;
"ALZ NAVIGLIO GRANDE N. 146 ; (z.d. 6)";ALZ ;NAVIGLIO GRANDE;146;5144;6;;;TIPO A - REG.2003;;;;;;;
"VIA SCARLATTI DOMENICO N. 27 con ingresso via m.macchi; (z.d. 2)";VIA ;SCARLATTI DOMENICO;27;2136;2;;;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA SPARTACO N. 21 ; (z.d. 4)";VIA ;SPARTACO;21;3186;4;;;Parrucchiere misto;;;;;;;
"VIA CACCIALEPORI N. 3 ; (z.d. 7)";VIA ;CACCIALEPORI;3;6557;7;;;TIPO A - REG.2003;;;;;;;
"VIA RIPAMONTI GIUSEPPE N. 22 ; (z.d. 5)";VIA ;RIPAMONTI GIUSEPPE;22;4066;5;;;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA MAMIANI TERENZIO N. 10 ; (z.d. 2)";VIA ;MAMIANI TERENZIO;10;2338;2;;;Parrucchiere per signora;;;;;;;
"VIA MUSSI GIUSEPPE N. 5 ; (z.d. 8)";VIA ;MUSSI GIUSEPPE;5;7199;8;;;TIPO A - REG.2003;;;;;;;
"VIA DON BOSCO N. 27 ; (z.d. 4)";VIA ;DON BOSCO;27;4144;4;;;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA STATUTO N. 12 ; (z.d. 1)";VIA ;STATUTO;12;1029;1;;;"ACCONCIATORE;TIPO A - REG.2003";;;;;;;
"VLE ESPINASSE CARLO N. 84 ; (z.d. 8)";VLE ;ESPINASSE CARLO;84;7390;8;;;"Parrucchiere misto;TIPO A - REG.2003";;;;;;;
"VIA ORTI N. 5 ; (z.d. 1)";VIA ;ORTI;5;4031;1;;;TIPO A - REG.2003;;;;;;;
"VIA LASSALLE FERDINANDO N. 7 ; (z.d. 5)";VIA ;LASSALLE FERDINANDO;7;5433;5;;;ACCONCIATORE;;;;;;;
"VLE BLIGNY N. 44 ; (z.d. 5)";VLE ;BLIGNY;44;4045;5;;;Parrucchiere misto;;;;;;;
"VLE FAMAGOSTA N. 40 ; (z.d. 6)";VLE ;FAMAGOSTA;40;5353;6;;;"Parrucchiere misto;TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"LGO CORSIA DEI SERVI N. 11 secondo piano; (z.d. 1)";LGO ;CORSIA DEI SERVI;11;234;1;;;TIPO A - REG.2003;;;;;;;
"VLE MONZA N. 261 ; (z.d. 2)";VLE ;MONZA;261;2274;2;;;TIPO A - REG.2003;;;;;;;
"VIA MALPIGHI MARCELLO N. 8 ; (z.d. 3)";VIA ;MALPIGHI MARCELLO;8;2182;3;;;Parrucchiere per signora;;;;;;;
"VLE MONTE NERO N. 31 ; (z.d. 1)";VLE ;MONTE NERO;31;3062;1;;;TIPO A - REG.2003;;;;;;;
"VIA PADOVA N. 140 ; (z.d. 2)";VIA ;PADOVA;140;2275;2;;;Parrucchiere per uomo;;;;;;;
"CSO DI PORTA ROMANA N. 97 ; (z.d. 1)";CSO ;DI PORTA ROMANA;97;402;1;;;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA CHIESE N. 60 ; (z.d. 9)";VIA ;CHIESE;60;1627;9;;;ACCONCIATORE;;;;;;;
"VIA VARANINI LUIGI N. 3 ; (z.d. 2)";VIA ;VARANINI LUIGI;3;2288;2;;;Parrucchiere per uomo;;;;;;;
"VIA CATALANI ALFREDO N. 35 ; (z.d. 3)";VIA ;CATALANI ALFREDO;35;2425;3;5;16;Parrucchiere misto;;;;;;;
"VIA COLONNA VITTORIA N. 13 ; (z.d. 7)";VIA ;COLONNA VITTORIA;13;6284;7;;;TIPO A - REG.2003;;;;;;;
"VIA WASHINGTON GIORGIO N. 27 ; (z.d. 7)";VIA ;WASHINGTON GIORGIO;27;6111;7;;;TIPO A - REG.2003;;;;;;;
"VIA MILAZZO N. 6 ; (z.d. 1)";VIA ;MILAZZO;6;1034;1;4;53;"Parrucchiere per signora;TIPO A - REG.2003";;;;;;;
"VIA MEDA GIUSEPPE N. 7 ; (z.d. 5)";VIA ;MEDA GIUSEPPE;7;5242;5;;30;ACCONCIATORE;;;;;;;
"VIA LEGNONE N. 19 ; (z.d. 9)";VIA ;LEGNONE;19;1298;9;;;ACCONCIATORE;;;;;;;
"VIA GARIGLIANO N. 5 ; (z.d. 9)";VIA ;GARIGLIANO;5;1134;9;;38;ACCONCIATORE;;;;;;;
"VLE SARCA N. 336 ; (z.d. 9)";VLE ;SARCA;336;1427;9;;;TIPO B CENTRO DI ABBRONZATURA;;;;;;;
"CSO LODI N. 112 1ø piano; (z.d. 4)";CSO ;LODI;112;4068;4;;;ACCONCIATORE;;;;;;;
"VLE ABRUZZI N. 64 ; (z.d. 3)";VLE ;ABRUZZI;64;2177;3;;;ACCONCIATORE;;;;;;;
"VIA PORPORA NICOLA ANTONIO N. 14 angolo via ricordi; (z.d. 3)";VIA ;PORPORA NICOLA ANTONIO;14;2229;3;;62;Acconciatore;;;;;;;
"VIA MILAZZO N. 6 1ø piano; (z.d. 1)";VIA ;MILAZZO;6;1034;1;;;TIPO A - REG.2003;;;;;;;
"VIA PARENZO N. 6 ; (z.d. 6)";VIA ;PARENZO;6;5367;6;;;TIPO B CENTRO DI ABBRONZATURA;;;;;;;
VIA CALVI PIETRO N. 3 (z.d. 4);VIA ;CALVI PIETRO;3;3083;4;;;TIPO A - REG.2003;;;;;;;
"CSO VERCELLI N. 7 ; (z.d. 7)";CSO ;VERCELLI;7;6193;7;;;TIPO A - REG.2003;;;;;;;
"VLE CA' GRANDA N. 2 con ingresso via suzzani; (z.d. 9)";VLE ;CA' GRANDA;2;1443;9;;;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA ROMILLI ARCIVESCOVO N. 24 ; (z.d. 5)";VIA ;ROMILLI ARCIVESCOVO;24;4154;5;;20;Parrucchiere per signora;;;;;;;
"VIA PASTEUR LUIGI N. 6 ; (z.d. 2)";VIA ;PASTEUR LUIGI;6;2283;2;;;Parrucchiere misto;;;;;;;
"VIA FONSECA PIMENTEL ELEONORA N. 18 ; (z.d. 2)";VIA ;FONSECA PIMENTEL ELEONORA;18;2325;2;;;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA WASHINGTON GIORGIO N. 5 ; (z.d. 7)";VIA ;WASHINGTON GIORGIO;5;6111;7;;;"ACCONCIATORE;TIPO A - REG.2003";;;;;;;
"VIA MONTE SAN GENESIO N. 20 ; (z.d. 9)";VIA ;MONTE SAN GENESIO;20;1299;9;;;Parrucchiere per signora;;;;;;;
"PZA NAPOLI N. 7 ; (z.d. 6)";PZA ;NAPOLI;7;5131;6;;;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA GRAZIANO IMPERATORE N. 41 ; (z.d. 9)";VIA ;GRAZIANO IMPERATORE;41;1524;9;;;TIPO A - REG.2003;;;;;;;
"CSO VITTORIO EMANUELE II N. 15 1ø piano; (z.d. 1)";CSO ;VITTORIO EMANUELE II;15;214;1;;;ACCONCIATORE;;;;;;;
"VIA LONGHENA BALDASSARE N. 16 ; (z.d. 4)";VIA ;LONGHENA BALDASSARE;16;4179;4;;;ACCONCIATORE;;;;;;;
"VIA SEBETO N. 1 con ingr. p.za giovine italia; (z.d. 1)";VIA ;SEBETO;1;6167;1;;;Parrucchiere per uomo;;;;;;;
"CSO GARIBALDI GIUSEPPE N. 81 ; (z.d. 1)";CSO ;GARIBALDI GIUSEPPE;81;1010;1;;;ACCONCIATORE;;;;;;;
"VIA ZANELLA GIACOMO N. 68 ; (z.d. 4)";VIA ;ZANELLA GIACOMO;68;3257;4;;;ACCONCIATORE;;;;;;;
"VIA GRIGNA N. 12 ; (z.d. 8)";VIA ;GRIGNA;12;7239;8;;45;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA DE FILIPPI FILIPPO N. 4 con ingr. in via broggi; (z.d. 3)";VIA ;DE FILIPPI FILIPPO;4;2159;3;;60;"ACCONCIATORE;TIPO A - REG.2003";;;;;;;
"PZA VIGILI DEL FUOCO N. 8 ; (z.d. 3)";PZA ;VIGILI DEL FUOCO;8;2710;3;;;ACCONCIATORE;;;;;;;
"PLE MACIACHINI CARLO N. 1 con ingresso v.c.farini; (z.d. 9)";PLE ;MACIACHINI CARLO;1;1361;9;;25;ACCONCIATORE;;;;;;;
"VIA MARONCELLI PIETRO N. 2 ; (z.d. 9)";VIA ;MARONCELLI PIETRO;2;1113;9;;;Parrucchiere per signora;;;;;;;
"VLE BRIANZA N. 24 ; (z.d. 2)";VLE ;BRIANZA;24;2263;2;;;Parrucchiere per signora;;;;;;;
"VIA CANOVA ANTONIO N. 1 ; (z.d. 1)";VIA ;CANOVA ANTONIO;1;7238;1;;65;ACCONCIATORE;;;;;;;
"VIA DE AMICIS EDMONDO N. 61 ; (z.d. 1)";VIA ;DE AMICIS EDMONDO;61;574;1;;;ACCONCIATORE;;;;;;;
"PZA DELLA REPUBBLICA N. 20 interno hotel westin palace; (z.d. 2)";PZA ;DELLA REPUBBLICA;20;1055;2;;;TIPO A - REG.2003;;;;;;;
"VIA CICOGNA MOZZONI CARLO N. 23 ; (z.d. 9)";VIA ;CICOGNA MOZZONI CARLO;23;1676;9;;;ACCONCIATORE;;;;;;;
"FOR BUONAPARTE N. 71 ang.l.go cairoli e via beltram; (z.d. 1)";FOR ;BUONAPARTE;71;711;1;;32;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
VIA FILZI FABIO N. 27 (z.d. 2);VIA ;FILZI FABIO;27;1190;2;;;TIPO A - REG.2003;;;;;;;
"VIA CAPECELATRO ALFONSO N. 20 ; (z.d. 7)";VIA ;CAPECELATRO ALFONSO;20;6575;7;;;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VLE TIBALDI N. 2 ; (z.d. 5)";VLE ;TIBALDI;2;5234;5;;123;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA ARESE FRANCESCO N. 20 ingresso su v.thaon de revel 9; (z.d. 9)";VIA ;ARESE FRANCESCO;20;1186;9;;;ACCONCIATORE;;;;;;;
"VIA JAN GIORGIO N. 6 ; (z.d. 3)";VIA ;JAN GIORGIO;6;2154;3;;;TIPO A - REG.2003;;;;;;;
"VIA FERRIERI ENZO N. 16 ; (z.d. 7)";VIA ;FERRIERI ENZO;16;6367;7;;;ACCONCIATORE;;;;;;;
"VLE UMBRIA N. 52 ; (z.d. 4)";VLE ;UMBRIA;52;3145;4;;;"ACCONCIATORE;TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA SAN CALOCERO N. 2 ; (z.d. 1)";VIA ;SAN CALOCERO;2;5100;1;;;TIPO A - REG.2003;;;;;;;
"VIA APPIANI ANDREA N. 12 con ingresso in via parini 5; (z.d. 1)";VIA ;APPIANI ANDREA;12;1050;1;;;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA MAC MAHON N. 87 ; (z.d. 8)";VIA ;MAC MAHON;87;7221;8;;;ACCONCIATORE;;;;;;;
"VLE PIAVE N. 7 ; (z.d. 1)";VLE ;PIAVE;7;2179;1;;;TIPO A - REG.2003;;;;;;;
"VIA RENZO E LUCIA N. 1 ; (z.d. 5)";VIA ;RENZO E LUCIA;1;5412;5;;35;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA DELLA MOSCOVA N. 24 ; (z.d. 1)";VIA ;DELLA MOSCOVA;24;1016;1;;45;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA S. GIOV. SUL MURO N. 14 via brentano; (z.d. 1)";VIA ;S. GIOV. SUL MURO;14;609;1;;;TIPO A - REG.2003;;;;;;;
"VIA COLA DI RIENZO N. 44 con ingresso via trezzo d'adda; (z.d. 6)";VIA ;COLA DI RIENZO;44;6094;6;3;33;ACCONCIATORE;;;;;;;
"CSO COMO N. 2 ; (z.d. 9)";CSO ;COMO;2;1111;9;;;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA MAZZINI GIUSEPPE N. 16 ; (z.d. 1)";VIA ;MAZZINI GIUSEPPE;16;516;1;;;"ACCONCIATORE;TIPO A - REG.2003";;;;;;;
"VIA BRAGA GAETANO N. 1 ; (z.d. 2)";VIA ;BRAGA GAETANO;1;1308;2;;;TIPO A - REG.2003;;;;;;;
"VIA VENINI GIULIO E CORRADO num.014; (z.d. 3)";;;;;;;;ACCONCIATORE;;;;;;;
"VIA LAGRANGE GIUSEPPE N. 1 in seminterrato; (z.d. 5)";VIA ;LAGRANGE GIUSEPPE;1;5205;5;;;ACCONCIATORE;;;;;;;
"VLE MONZA N. 256 ; (z.d. 2)";VLE ;MONZA;256;2274;2;;;ACCONCIATORE;;;;;;;
"VLE CORSICA N. 1 ; (z.d. 4)";VLE ;CORSICA;1;3262;4;;;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA PALMANOVA N. 30 ; (z.d. 3)";VIA ;PALMANOVA;30;2390;3;;33;Parrucchiere per signora;;;;;;;
"CSO VENTIDUE MARZO N. 49 angolo p.za grandi; (z.d. 4)";CSO ;VENTIDUE MARZO;49;3074;4;;;TIPO A - REG.2003;;;;;;;
"VIA ZURIGO N. 22 ; (z.d. 7)";VIA ;ZURIGO;22;6318;7;;;ACCONCIATORE;;;;;;;
"VIA FONTANA N. 18 ; (z.d. 1)";VIA ;FONTANA;18;3058;1;;;TIPO A - REG.2003;;;;;;;
"VIA DE PRETIS AGOSTINO N. 7 ; (z.d. 6)";VIA ;DE PRETIS AGOSTINO;7;5431;6;;;"ACCONCIATORE;TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA MARX CARLO N. 12 ; ()";VIA ;MARX CARLO;12;6082;7;;;"ACCONCIATORE;TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA MARX CARLO N. 18 ; (z.d. 7)";VIA ;MARX CARLO;18;6082;7;;;"ACCONCIATORE;TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"PZA GASPARRI PIETRO N. 4 ; (z.d. 9)";PZA ;GASPARRI PIETRO;4;1647;9;;;"ACCONCIATORE;TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA MOSCA ANTONIO N. 178 ; (z.d. 7)";VIA ;MOSCA ANTONIO;178;6788;7;;;"ACCONCIATORE;TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA APPENNINI num.077; ()";VIA ;APPENNINI;;7514;8;;;"ACCONCIATORE;TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA FALCK ENRICO num.033c; (z.d. 8)";VIA ;FALCK ENRICO;;7438;8;;;"ACCONCIATORE;TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA DELLA CAPINERA N. 5 ; (z.d. 6)";VIA ;DELLA CAPINERA;5;6659;6;;;"ACCONCIATORE;TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA SAPONARO MICHELE N. 38 ; (z.d. 5)";VIA ;SAPONARO MICHELE;38;5432;5;;;"ACCONCIATORE;TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA DE RUGGIERO GUIDO N. 8 ; (z.d. 5)";VIA ;DE RUGGIERO GUIDO;8;5442;5;;;"ACCONCIATORE;TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA DELLE BETULLE N. 8 ; (z.d. 7)";VIA ;DELLE BETULLE;8;6828;7;;;"ACCONCIATORE;TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA DELLE BETULLE N. 34 ; (z.d. 7)";VIA ;DELLE BETULLE;34;6828;7;;;"ACCONCIATORE;TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA DEI LARICI num.007; ()";VIA ;DEI LARICI;;6827;7;;;"ACCONCIATORE;TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA BIUMI PAOLO GEROLAMO N. 16 ; (z.d. 2)";VIA ;BIUMI PAOLO GEROLAMO;16;2465;2;;;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA PORDENONE N. 8 primo piano; (z.d. 3)";VIA ;PORDENONE;8;2650;3;;;TIPO A - REG.2003;;;;;;;
"VIA BOERI GIOVANNI BATTISTA N. 11 trasloco fuori raggio; (z.d. 5)";VIA ;BOERI GIOVANNI BATTISTA;11;5083;5;2;18;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA SANTA MARIA SEGRETA N. 7 primo piano; (z.d. 1)";VIA ;SANTA MARIA SEGRETA;7;624;1;;54;ACCONCIATORE;;;;;;;
"PLE GORINI PAOLO N. 10 ; (z.d. 3)";PLE ;GORINI PAOLO;10;3170;3;27;43;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA PADOVA N. 87 ; (z.d. 2)";VIA ;PADOVA;87;2275;2;;22;ACCONCIATORE;;;;;;;
"VIA VALLA LORENZO N. 14 ; (z.d. 5)";VIA ;VALLA LORENZO;14;5336;5;;;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA PLINIO CAIO SECONDO N. 39 ; (z.d. 3)";VIA ;PLINIO CAIO SECONDO;39;2144;3;;;Parrucchiere per signora;;;;;;;
"CSO MAGENTA N. 11 ; (z.d. 1)";CSO ;MAGENTA;11;604;1;;;TIPO A - REG.2003;;;;;;;
"VIA CENISIO N. 87 ; (z.d. 8)";VIA ;CENISIO;87;7184;8;;;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA MARCIANO N. 7 ; (z.d. 4)";VIA ;MARCIANO;7;3294;4;;;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA MAURI ANGELO N. 3 ; (z.d. 7)";VIA ;MAURI ANGELO;3;6296;7;;;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"CSO GARIBALDI GIUSEPPE N. 73 ; (z.d. 1)";CSO ;GARIBALDI GIUSEPPE;73;1010;1;;;"ACCONCIATORE;TIPO A - REG.2003";;;;;;;
"VIA CHIOGGIA N. 1 ; (z.d. 2)";VIA ;CHIOGGIA;1;2317;2;;;TIPO A - REG.2003;;;;;;;
"VIA MILLY MIGNONE CARLA N. 5 ; (z.d. 7)";VIA ;MILLY MIGNONE CARLA;5;6871;7;;;ACCONCIATORE;;;;;;;
"VIA CORRENTI CESARE N. 19 ; (z.d. 1)";VIA ;CORRENTI CESARE;19;555;1;;70;"ACCONCIATORE;TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA GOVONE GIUSEPPE N. 67 ; (z.d. 8)";VIA ;GOVONE GIUSEPPE;67;7222;8;;;TIPO A - REG.2003;;;;;;;
"VIA LANINO BERNARDINO N. 11 ; (z.d. 6)";VIA ;LANINO BERNARDINO;11;6105;6;;;Parrucchiere per signora;;;;;;;
"VIA RICCARDI PADRE PLACIDO N. 23 ; (z.d. 2)";VIA ;RICCARDI PADRE PLACIDO;23;2385;2;;;ACCONCIATORE;;;;;;;
"VIA PIRANDELLO LUIGI N. 4 ; (z.d. 7)";VIA ;PIRANDELLO LUIGI;4;6242;7;;;ACCONCIATORE;;;;;;;
"VIA DE CRISTOFORIS CARLO N. 2 ; (z.d. 9)";VIA ;DE CRISTOFORIS CARLO;2;1120;9;17;50;ACCONCIATORE;;;;;;;
"VIA FOPPA VINCENZO N. 25 ; (z.d. 6)";VIA ;FOPPA VINCENZO;25;6109;6;;25;TIPO A - REG.2003;;;;;;;
"VLE SARCA N. 198 ingr. v.padre gerardo beccaro; (z.d. 9)";VLE ;SARCA;198;1427;9;;105;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA ARIMONDI GIUSEPPE N. 11 ; (z.d. 8)";VIA ;ARIMONDI GIUSEPPE;11;7179;8;;;ACCONCIATORE;;;;;;;
"VIA LEOPARDI GIACOMO N. 7 ; (z.d. 1)";VIA ;LEOPARDI GIACOMO;7;6156;1;;;ACCONCIATORE;;;;;;;
"VIA MURAT GIOACCHINO N. 60 ; (z.d. 9)";VIA ;MURAT GIOACCHINO;60;1316;9;10;40;ACCONCIATORE;;;;;;;
"VIA PINTURICCHIO N. 5 ; (z.d. 3)";VIA ;PINTURICCHIO;5;2195;3;;;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA PORRO LAMBERTENGHI LUIGI N. 25 ; (z.d. 9)";VIA ;PORRO LAMBERTENGHI LUIGI;25;1142;9;;;TIPO A - REG.2003;;;;;;;
"VIA PARETO VILFREDO N. 13 ; (z.d. 8)";VIA ;PARETO VILFREDO;13;7440;8;;41;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA D'ADDA CARLO N. 2 ; (z.d. 6)";VIA ;D'ADDA CARLO;2;5272;6;;;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA VIMINALE N. 8 ; (z.d. 3)";VIA ;VIMINALE;8;2568;3;;;ACCONCIATORE;;;;;;;
"VIA CONTE VERDE N. 1 con ingresso via c. imbonati; (z.d. 9)";VIA ;CONTE VERDE;1;1505;9;;;"ACCONCIATORE;TIPO A - REG.2003";;;;;;;
"VIA VARE' GIOVANNI BATTISTA N. 30 ; (z.d. 9)";VIA ;VARE' GIOVANNI BATTISTA;30;1245;9;;;ACCONCIATORE;;;;;;;
"VIA MONTE CENGIO N. 11 piano interrato; (z.d. 4)";VIA ;MONTE CENGIO;11;4366;4;;;TIPO A - REG.2003;;;;;;;
"VIA POLESINE N. 21 ; (z.d. 4)";VIA ;POLESINE;21;4159;4;;52;ACCONCIATORE;;;;;;;
